serial_no,race,education,income,gender,age,relationship
0001809,47,07,000000,2,28,02
0001809,47,03,,2,11,03
0001809,47,02,,2,05,03
0001809,47,00,,2,01,03
0001854,47,09,025000,1,27,01
0001854,47,11,020000,2,23,02
0001854,47,00,,1,01,03
0002046,47,13,010000,1,75,01
0002046,47,12,033300,1,46,03
0002046,47,13,023700,2,43,03
0002069,47,09,036700,1,54,01
0002069,47,13,019000,2,48,02
0002140,47,14,036000,1,39,01
0002140,47,13,065000,2,34,02
0002140,47,02,,1,09,03
0002140,47,00,,2,00,03
0002312,47,07,000000,1,84,01
0002312,47,06,000000,2,73,02
0002409,47,14,000000,2,83,01
0002412,47,08,030000,1,23,01
0002412,47,11,000000,2,23,02
0002421,37,10,021900,1,42,01
0002421,47,13,014100,2,41,02
0002421,47,03,,1,10,03
0002518,47,09,015000,1,44,01
0002518,47,07,000000,2,39,02
0002518,47,07,010000,2,22,05
0002518,47,01,,2,03,08
0002518,47,05,030000,1,26,10
0002530,47,09,002000,2,18,23
0002568,47,09,000000,1,75,01
0002568,47,09,000000,2,77,02
0002592,47,08,000000,1,42,01
0002592,47,09,005100,2,36,02
0002619,47,11,000000,1,39,01
0002619,47,09,022000,2,41,02
0002619,47,06,000000,2,16,05
0002619,47,04,,1,13,05
0002623,37,13,062000,2,37,01
0002623,37,03,,2,12,03
0002644,47,09,032600,1,30,23
0002656,47,09,000000,2,68,01
0002676,47,10,016300,2,30,01
0002676,47,03,,1,10,03
0002676,47,02,,1,08,03
0002795,47,06,000000,1,61,01
0002795,47,09,009100,2,57,02
0002857,47,09,022000,2,48,01
0002857,47,14,046900,1,51,02
0002894,37,12,039000,1,45,01
0002894,37,08,000000,2,43,02
0002894,37,10,016000,1,26,03
0002984,47,09,000000,2,50,01
0002984,47,11,073000,1,56,02
0003132,37,08,002400,2,21,01
0003132,37,00,,2,01,03
0003132,37,00,,1,01,03
0003142,37,11,011000,2,25,01
0003142,37,02,,2,07,03
0003142,37,01,,1,03,03
0003286,47,12,011000,2,37,01
0003286,47,02,,1,08,03
0003352,37,13,030000,2,29,01
0003467,37,11,015600,2,41,01
0003467,37,13,010500,1,44,02
0003467,37,08,001500,2,19,03
0003467,37,02,,1,07,03
0003467,37,01,,2,05,03
0003467,37,01,,1,04,08
0003513,47,14,007500,2,70,01
0003566,47,13,000000,2,73,01
0003636,37,03,000000,2,75,01
0003637,47,11,000000,2,71,01
0003637,47,09,000000,2,42,03
0003637,47,06,000000,1,16,08
0003640,47,12,070000,1,70,01
0003640,47,09,000000,2,67,02
0003677,47,09,038000,1,60,01
0003677,47,09,000000,2,57,02
0003677,47,13,026000,2,25,03
0003710,37,09,015000,2,26,01
0003710,37,00,,2,01,03
0003710,37,09,029500,1,25,19
0003776,47,09,050000,1,53,01
0003776,47,13,040000,2,52,02
0003847,37,07,000000,1,83,01
0003847,37,04,000000,2,75,02
0003847,37,13,030000,2,47,03
0003849,47,09,010000,1,34,22
0003970,47,13,000000,2,65,01
0003970,47,10,000000,1,75,02
0004007,47,08,000000,2,62,01
0004041,37,11,024000,1,25,01
0004041,37,14,029000,2,26,02
0004110,37,09,048000,1,48,01
0004110,37,09,012000,2,46,02
0004110,37,11,000000,2,22,03
0004122,47,08,050000,1,36,01
0004122,47,13,040000,2,35,02
0004122,47,02,,2,10,03
0004122,47,02,,2,06,03
0004145,47,11,042100,1,44,01
0004145,47,09,022000,2,47,02
0004163,47,09,040000,1,54,01
0004163,47,09,025000,2,52,02
0004163,47,09,015000,1,23,03
0004168,47,06,000000,2,76,01
0004238,37,09,000000,2,69,01
0004248,47,09,000000,2,77,01
0004248,47,09,000000,1,50,03
0004347,37,09,010800,2,61,01
0004347,37,09,000000,2,18,08
0004376,47,06,070000,1,53,01
0004376,47,09,000000,2,57,02
0004399,47,01,000000,2,42,22
0004436,47,12,032500,1,26,01
0004436,47,12,000000,2,32,02
0004436,47,00,,1,02,03
0004436,47,02,,1,10,05
0004436,47,09,008900,1,18,06
0004734,47,11,035000,1,35,01
0004734,47,13,035000,2,42,02
0004925,47,04,029300,1,48,01
0004925,47,06,009000,2,46,02
0004925,47,00,,1,01,08
0004968,47,15,043000,1,48,01
0004968,47,14,024000,2,37,02
0004979,47,11,018700,1,23,01
0004979,47,09,001700,2,21,02
0004979,47,00,,1,00,03
0005094,47,14,047800,1,35,01
0005094,47,14,030000,2,30,02
0005094,47,02,,2,03,03
0005115,66,04,031000,1,36,01
0005115,66,09,000000,2,41,02
0005115,66,09,013000,2,18,03
0005206,47,04,000000,2,93,01
0005303,47,09,012000,2,24,01
0005303,47,02,,2,07,03
0005303,47,02,,1,06,03
0005304,37,03,000000,2,72,01
0005304,37,02,,2,10,08
0005304,37,02,,2,05,08
0005304,37,01,,1,04,08
0005420,37,11,034000,2,40,01
0005675,47,09,017000,1,57,01
0005675,47,05,000000,1,26,08
0005688,37,12,011000,2,44,01
0005688,37,08,000000,2,17,03
0005688,37,02,,2,06,03
0005688,37,02,,2,06,03
0005756,47,03,000000,2,69,01
0005762,47,07,000000,1,56,01
0005783,47,13,020000,1,28,01
0005783,47,13,028000,2,25,02
0005784,47,11,000000,1,49,01
0005784,47,13,000000,2,49,02
0005807,47,09,000000,1,63,01
0005820,47,09,048000,1,29,01
0005820,47,10,005000,2,27,02
0005820,47,02,,1,07,03
0005820,47,02,,1,03,03
0005823,37,11,035000,1,43,01
0005823,37,09,000000,1,19,03
0005830,47,06,000000,2,79,01
0005870,47,11,007500,1,23,01
0005870,47,11,006900,1,24,18
0005974,47,13,000000,1,79,01
0005974,47,11,000000,2,74,02
0006011,37,10,030000,1,25,01
0006011,37,12,000000,2,21,02
0006011,37,00,,1,00,03
0006192,47,05,000000,2,40,01
0006243,37,10,000200,1,31,01
0006243,37,11,000000,2,29,02
0006243,37,01,,1,06,03
0006243,37,00,,1,00,03
0006298,47,09,000000,2,73,01
0006317,37,05,000000,2,71,01
0006317,37,05,000000,2,73,21
0006317,37,08,000000,1,27,21
0006342,47,09,025400,1,60,01
0006342,47,09,017900,2,60,02
0006350,47,13,033100,2,52,01
0006386,47,04,017300,1,56,01
0006386,47,04,000000,2,65,02
0006394,47,09,050000,1,30,01
0006394,47,09,016000,2,28,02
0006394,47,02,,2,07,03
0006394,47,01,,2,03,03
0006394,47,00,,2,02,03
0006448,37,11,002000,2,25,01
0006448,37,00,,1,01,03
0006470,47,10,020000,1,51,01
0006518,37,06,000000,2,93,22
0006535,47,03,000000,2,87,01
0006555,37,08,042000,2,44,01
0006555,37,04,003000,1,19,03
0006555,37,09,000000,2,47,19
0006566,47,11,038000,1,32,01
0006566,47,10,015000,2,32,02
0006566,47,02,,2,07,03
0006566,47,02,,1,03,03
0006625,47,11,013000,2,59,01
0006625,47,13,003000,1,49,02
0006649,47,12,045000,1,33,01
0006649,47,09,016000,2,29,02
0006649,47,03,,1,10,03
0006649,47,02,,2,07,03
0006663,37,10,036000,1,40,01
0006663,37,09,021000,2,39,02
0006663,37,06,000000,2,18,03
0006663,37,05,,2,14,03
0006663,37,07,025000,2,21,05
0006673,47,09,006000,1,28,22
0006784,47,09,000000,2,87,01
0006874,47,11,018600,2,31,01
0006874,47,09,020900,1,32,02
0006874,47,02,,1,09,03
0006995,47,12,036000,1,46,01
0006995,47,09,000000,2,48,02
0006995,47,11,000000,1,20,03
0007038,47,09,013000,2,24,01
0007038,47,02,,1,05,03
0007038,47,00,,2,02,03
0007038,47,09,012000,2,28,21
0007095,37,09,024000,1,41,01
0007095,37,09,000000,2,41,02
0007095,37,09,000000,1,18,03
0007095,37,05,000000,1,16,03
0007095,37,03,,1,11,03
0007095,37,02,,1,09,03
0007095,37,02,,2,08,03
0007118,37,09,000000,1,45,01
0007118,37,09,000000,2,44,02
0007118,37,09,000000,2,20,03
0007118,37,02,,1,09,03
0007133,47,09,020800,1,28,01
0007133,47,09,015000,2,35,02
0007133,47,00,,1,00,03
0007216,47,09,000000,2,20,01
0007216,47,01,,1,04,03
0007216,47,00,,2,02,03
0007342,47,11,037000,1,31,01
0007342,47,05,000000,2,26,02
0007342,47,02,,2,07,05
0007342,47,00,,2,02,05
0007374,47,08,038000,1,47,01
0007374,47,09,000000,2,41,02
0007374,47,07,000000,2,17,03
0007374,47,04,,2,14,03
0007374,47,01,,1,04,03
0007415,47,10,042000,1,34,01
0007435,37,07,001300,2,51,01
0007435,37,08,020000,1,24,03
0007435,37,09,000000,2,22,03
0007435,37,05,000000,1,17,03
0007435,37,04,000000,2,15,03
0007450,47,11,004000,2,45,01
0007450,47,11,017300,1,49,02
0007450,47,01,,1,04,03
0007490,47,13,100000,1,48,01
0007490,47,14,024800,2,47,02
0007490,47,04,,1,14,03
0007538,47,03,000000,2,72,01
0007626,47,09,000000,1,70,01
0007626,47,09,000000,2,71,02
0007639,47,09,017000,1,66,01
0007639,47,04,000000,2,69,02
0007689,47,12,000000,1,64,01
0007689,47,14,000000,2,61,02
0007689,47,13,000000,2,93,07
0007694,47,14,003100,1,55,01
0007694,47,12,000000,2,66,02
0007714,37,11,000330,2,18,23
0007845,47,13,053000,1,35,01
0007845,47,11,000000,2,30,02
0007845,47,02,,1,05,03
0007845,47,00,,2,01,03
0007882,66,07,000000,2,38,01
0007882,66,06,000130,2,16,03
0008014,47,10,016500,1,51,01
0008014,47,09,000000,2,48,02
0008014,47,04,000000,1,15,03
0008168,47,07,000000,2,63,01
0008226,47,11,022000,1,26,01
0008226,47,11,014500,2,27,02
0008226,47,02,,2,07,05
0008250,47,09,030600,2,58,01
0008250,47,09,026400,1,35,03
0008250,47,09,023500,1,30,03
0008277,47,09,000000,2,27,01
0008344,47,13,000000,1,49,01
0008344,47,14,032000,2,47,02
0008344,47,11,000000,1,21,03
0008460,47,03,000000,2,75,01
0008531,47,07,012000,1,30,01
0008555,47,12,030800,1,35,01
0008555,47,10,020000,2,32,02
0008555,47,02,,1,10,03
0008555,47,02,,2,06,03
0008597,37,04,000000,2,78,01
0008672,47,09,003000,2,19,23
0008713,37,05,030000,1,45,01
0008713,37,05,000000,2,46,02
0008713,37,10,000000,1,60,12
0008741,47,11,037700,1,42,01
0008741,47,11,027000,2,41,02
0008741,47,03,,1,12,03
0008741,47,02,,1,06,03
0008880,47,11,000000,1,68,01
0008886,47,09,007000,1,25,01
0008886,47,10,003900,2,37,02
0008886,47,03,,2,13,04
0008886,47,02,,1,09,04
0008903,47,09,027000,1,41,01
0008903,47,09,007000,1,18,03
0008989,47,11,090000,1,39,01
0008989,47,13,001200,2,35,02
0008989,47,02,,1,10,03
0008989,47,02,,2,05,03
0009008,47,13,344000,1,56,01
0009008,47,13,034000,2,53,02
0009010,37,06,010000,1,49,01
0009030,47,09,000000,1,74,01
0009052,47,11,032000,1,39,01
0009060,47,13,093000,1,37,01
0009060,47,13,000000,2,36,02
0009060,47,01,,1,05,03
0009060,47,00,,2,02,03
0009098,47,09,000000,2,59,22
0009124,47,14,000000,2,85,01
0009150,47,03,034000,1,63,01
0009150,47,04,019800,2,63,02
0009150,47,06,004300,2,16,08
0009171,47,09,000000,1,59,01
0009171,47,01,,2,03,08
0009250,47,10,051000,2,53,01
0009250,47,12,000000,1,64,19
0009302,37,09,000000,1,43,01
0009302,37,07,000000,2,44,19
0009415,47,09,000000,2,38,01
0009415,47,07,000000,1,39,02
0009415,47,06,012000,1,20,03
0009441,47,13,073000,1,59,01
0009441,47,13,001800,2,56,02
0009457,47,03,000000,1,88,01
0009457,47,07,000000,2,85,02
0009668,47,09,014000,1,45,01
0009668,47,09,024000,2,43,02
0009668,47,03,,1,12,03
0009692,47,09,031200,1,54,01
0009692,47,10,012000,2,49,02
0009692,47,11,017200,2,22,03
0009721,37,10,033000,1,39,01
0009721,37,11,015000,2,38,02
0009721,37,07,000000,2,17,03
0009721,37,04,000000,1,15,03
0009801,47,09,001600,1,43,01
0009805,47,09,000000,1,52,01
0009805,47,09,000000,2,49,02
0009816,47,08,030000,2,54,01
0009816,47,09,029000,1,56,02
0009822,37,07,000000,1,47,22
0009830,47,11,003000,2,21,01
0009830,47,11,005000,2,20,18
0009863,37,09,000000,1,59,01
0009863,37,09,000000,2,52,02
0009907,47,12,065000,1,40,01
0009907,47,09,014000,2,40,02
0009907,47,04,,2,14,03
0009907,47,02,,2,09,03
0010071,47,11,000000,1,75,01
0010071,47,09,000000,2,74,02
0010206,47,08,000000,2,62,01
0010241,37,07,027000,1,42,01
0010241,37,07,025000,2,39,02
0010245,47,13,013000,1,28,01
0010245,47,11,018000,2,27,02
0010258,47,09,038000,1,58,01
0010258,47,09,000000,2,58,02
0010278,37,09,017000,1,43,01
0010278,37,09,000000,2,39,02
0010278,37,04,,2,14,03
0010278,37,03,,1,11,03
0010340,47,03,000000,2,93,01
0010398,37,09,013500,2,32,01
0010398,37,03,,1,13,03
0010398,37,02,,1,09,03
0010398,37,02,,2,07,03
0010440,47,13,000000,1,53,01
0010465,47,09,000000,1,61,01
0010465,47,10,000000,2,54,02
0010465,47,06,001500,1,31,03
0010547,47,04,033900,1,60,01
0010547,47,09,000000,2,50,02
0010640,47,09,000000,2,86,01
0010856,47,09,007500,2,24,01
0010856,47,02,,2,07,03
0010856,47,01,,2,05,03
0010856,47,01,,1,04,03
0010856,47,00,,2,02,04
0010856,47,05,000000,2,16,06
0010856,47,04,,2,14,06
0010856,47,02,,1,07,06
0010856,47,01,,1,04,13
0010890,47,14,070000,1,50,01
0010890,47,13,033000,2,47,02
0010893,47,07,020000,1,42,01
0010893,47,09,000000,2,37,02
0010893,47,04,,2,14,03
0010900,47,05,016000,1,55,01
0010900,47,10,000000,2,50,02
0010900,47,06,000000,1,16,03
0011032,47,09,000000,2,83,01
0011068,48,12,057000,1,44,01
0011068,47,11,000000,2,45,02
0011068,47,02,,1,07,03
0011081,47,16,000000,1,56,01
0011096,47,06,000000,1,46,01
0011096,47,09,000000,2,50,02
0011173,47,14,035000,1,35,01
0011173,47,09,000130,2,36,02
0011173,47,02,,1,09,03
0011173,47,02,,1,06,03
0011216,47,08,020700,1,30,01
0011216,47,07,000000,2,27,02
0011216,47,00,,2,00,03
0011216,47,02,,1,08,05
0011224,47,06,000000,2,66,01
0011311,37,09,019000,1,35,01
0011311,37,09,016000,2,36,02
0011311,37,01,,2,03,03
0011331,47,09,000000,2,63,01
0011348,37,09,012000,2,29,01
0011348,37,03,,1,12,03
0011348,37,02,,2,08,03
0011348,37,08,008500,1,42,21
0011586,37,09,000000,2,82,23
0011602,47,07,000000,2,31,01
0011602,47,09,035000,1,30,02
0011602,47,01,,1,08,03
0011602,47,01,,2,05,03
0011602,47,00,,2,00,03
0011602,47,00,,2,00,03
0011712,47,09,030000,1,37,01
0011712,47,04,,1,14,03
0011779,47,13,030000,1,30,01
0011779,47,12,028000,2,26,02
0011779,47,00,,2,01,03
0011879,47,11,006000,1,21,01
0011912,47,02,017000,1,39,01
0011912,47,01,,2,09,03
0011925,47,11,000000,2,22,01
0011936,47,11,000000,1,24,01
0011936,47,14,028000,2,26,02
0011998,47,09,000000,1,77,01
0011998,47,09,000000,2,81,02
0012065,47,09,025000,1,22,01
0012065,47,07,005000,2,23,02
0012065,47,00,,1,01,03
0012200,37,11,015000,2,36,01
0012200,37,04,,1,14,03
0012214,47,07,000000,2,87,01
0012214,47,09,012000,2,53,03
0012330,47,13,000000,2,22,01
0012370,47,09,008000,1,58,23
0012552,37,09,021000,1,44,01
0012552,37,07,000000,2,18,03
0012552,37,08,000000,1,18,03
0012552,37,02,,1,09,03
0012552,37,02,,2,07,03
0012552,37,02,,1,07,03
0012552,37,07,026000,2,41,19
0012635,47,09,000000,1,79,01
0012635,47,09,000000,2,68,02
0012669,47,11,028800,1,26,01
0012669,47,10,019400,2,21,02
0012669,47,00,,2,01,03
0012669,47,09,014400,2,19,06
0012706,47,13,047200,1,33,01
0012706,47,13,001200,2,31,02
0012706,47,02,,2,04,03
0012706,47,00,,1,00,03
0012988,47,05,010800,2,36,01
0012988,47,05,000000,1,16,03
0012988,47,03,000000,1,15,03
0012988,47,03,,1,13,03
0012991,47,13,034000,1,26,01
0012991,47,12,018800,2,21,02
0013145,47,11,000000,2,58,01
0013145,47,13,065000,1,60,02
0013426,47,07,031000,1,36,01
0013426,47,09,007000,2,33,02
0013426,47,03,,2,11,03
0013426,47,02,,2,06,03
0013441,47,05,017200,1,63,01
0013441,47,12,020400,2,61,02
0013448,47,12,010000,1,38,01
0013451,47,14,000000,1,82,01
0013451,47,14,000000,2,76,02
0013577,47,04,000000,1,78,01
0013577,47,08,000000,2,82,02
0013713,47,09,024000,1,39,01
0013713,47,11,019000,2,34,02
0013713,47,02,,2,09,03
0013763,47,10,040200,1,52,01
0013778,47,09,000000,1,76,01
0013778,47,09,000000,2,68,02
0013868,47,13,007800,2,29,01
0013868,47,11,027000,1,29,02
0013868,47,02,,2,06,03
0013868,47,01,,2,05,03
0013868,47,01,,1,03,03
0013871,47,11,030000,2,46,01
0013871,47,10,017000,1,22,03
0013871,47,08,000000,1,18,03
0013871,47,05,000000,2,15,03
0013992,47,04,000000,2,75,01
0014082,47,13,045000,1,46,01
0014202,47,11,012600,2,50,01
0014202,47,09,000000,1,34,03
0014278,47,01,000000,2,84,01
0014308,47,04,000000,1,62,01
0014308,47,07,009400,2,50,02
0014487,47,11,030000,1,57,01
0014487,47,11,024900,2,56,02
0014585,47,12,032500,2,48,01
0014585,47,13,035000,1,25,03
0014585,47,11,000000,1,25,03
0014585,47,03,,2,12,03
0014585,47,10,045000,1,56,06
0014588,47,11,007000,1,21,23
0014645,47,08,000520,2,62,01
0014693,67,14,040000,2,46,01
0014821,47,05,017000,1,53,01
0014821,47,06,020000,1,28,03
0014821,47,09,006600,2,23,21
0014956,37,09,043300,1,44,01
0014956,37,11,015000,2,39,02
0014956,37,04,001200,1,16,03
0014956,37,06,000000,1,15,03
0014976,37,08,013000,1,51,01
0014995,47,11,000000,1,61,01
0014995,47,09,000000,2,62,02
0015007,47,10,015000,1,26,01
0015007,47,01,013000,2,22,02
0015007,47,01,,1,04,03
0015064,47,09,000000,1,59,01
0015084,47,10,000000,2,75,01
0015165,47,07,019600,1,38,01
0015165,47,03,000000,2,75,07
0015253,37,02,000000,2,80,01
0015253,37,04,025000,1,54,03
0015298,47,09,042000,1,41,01
0015298,47,10,017000,2,34,02
0015298,47,01,,1,04,04
0015350,47,11,010000,2,58,01
0015350,47,03,,1,10,05
0015350,47,06,000000,1,56,19
0015384,47,09,000000,2,79,01
0015394,47,13,060000,1,32,01
0015394,47,12,005000,2,28,02
0015395,32,11,042000,1,42,01
0015395,47,11,031700,2,46,02
0015395,47,11,003600,1,20,05
0015395,47,04,000000,2,15,05
0015405,47,09,049000,1,40,01
0015443,47,09,057000,2,76,01
0015445,47,13,065000,1,42,01
0015445,47,13,022500,2,40,02
0015445,47,07,001600,2,18,03
0015445,47,04,000000,1,15,03
0015445,47,03,,2,13,03
0015460,47,06,012800,1,39,01
0015460,47,07,012300,2,34,02
0015460,47,03,000000,2,15,03
0015460,47,02,,2,11,03
0015460,47,02,,1,09,03
0015480,37,07,000000,1,44,22
0015502,47,04,000000,1,63,01
0015502,47,03,000000,2,54,02
0015526,47,09,035000,1,53,01
0015526,47,09,013900,2,52,02
0015687,47,10,000000,2,71,01
0016090,47,05,000000,2,93,01
0016190,37,03,000000,2,80,22
0016233,47,14,000000,1,71,01
0016233,47,11,000000,2,69,02
0016248,47,09,053000,1,36,01
0016248,47,09,000000,2,33,02
0016248,47,02,,1,10,03
0016248,47,02,,1,05,03
0016461,47,09,006000,2,56,01
0016473,47,13,000000,1,79,01
0016487,47,12,036000,1,47,01
0016535,47,14,055000,1,29,01
0016542,37,06,000000,2,42,01
0016542,37,09,027000,1,41,02
0016559,37,09,000000,1,49,01
0016622,47,04,000000,2,74,01
0016622,47,08,000000,2,76,06
0016631,47,11,018500,1,66,01
0016631,47,11,000000,2,61,02
0016679,37,06,000000,1,54,01
0016679,37,09,000000,2,54,02
0016679,37,03,,2,11,08
0016794,47,10,060000,1,33,01
0016794,47,10,020000,2,34,02
0016794,47,01,,1,06,03
0016795,47,09,000000,2,83,01
0016795,47,11,000000,2,42,03
0016795,47,11,000000,1,45,10
0016816,37,09,030000,2,26,01
0016816,37,02,,1,05,03
0016939,47,05,000000,2,77,01
0016986,47,07,024000,1,31,01
0016986,47,13,018000,2,32,02
0016986,47,00,,2,00,03
0017009,47,11,083000,2,53,01
0017010,47,05,000000,1,62,01
0017010,37,09,012500,2,62,02
0017063,47,09,000000,1,45,01
0017063,47,14,039900,2,44,02
0017063,47,02,,1,09,03
0017063,47,01,,2,05,03
0017086,37,09,000000,2,64,01
0017086,37,03,,1,13,08
0017091,47,09,000000,1,60,01
0017091,47,09,000000,2,53,02
0017091,47,12,010100,2,31,03
0017161,47,09,095000,1,40,01
0017161,47,10,003500,2,41,02
0017161,47,07,000000,1,18,03
0017161,47,06,000850,2,17,04
0017169,47,14,075000,1,51,01
0017220,37,09,010500,2,33,22
0017229,47,09,012000,2,33,01
0017229,47,03,,1,10,03
0017229,47,02,,2,05,03
0017375,47,09,000000,1,89,01
0017375,47,06,000000,2,80,02
0017486,47,11,050000,1,36,01
0017486,47,11,050000,2,35,02
0017486,47,03,,1,12,03
0017486,47,02,,1,10,03
0017616,47,10,025000,1,22,01
0017616,47,10,007000,2,19,02
0017625,47,09,004400,1,61,01
0017625,47,10,000000,2,65,02
0017734,47,02,000000,2,63,01
0017825,37,09,018000,2,38,01
0017825,37,06,000000,2,15,03
0017825,37,05,,2,13,03
0017825,37,02,,2,06,03
0017869,47,04,000000,1,73,01
0017869,47,07,000000,2,72,02
0017869,47,11,015600,1,49,03
0017944,37,14,007600,1,67,01
0017944,37,14,000000,2,68,02
0017951,47,06,000000,2,72,22
0017981,37,10,016000,2,35,01
0017981,37,12,008700,1,32,02
0017981,37,04,,2,14,03
0017981,37,02,,2,04,03
0018056,47,10,049000,1,40,01
0018056,47,13,000000,2,40,02
0018125,47,09,000000,1,57,01
0018125,47,09,000000,2,56,02
0018152,47,09,036000,1,44,01
0018152,47,09,001300,2,44,02
0018152,47,06,000000,2,17,03
0018152,47,03,,1,12,03
0018223,47,09,018000,1,64,01
0018223,47,14,023000,2,62,02
0018223,47,05,012000,1,26,03
0018223,47,09,004800,1,22,03
0018288,47,11,000000,1,93,01
0018288,47,08,000000,2,87,02
0018398,37,06,000000,2,73,01
0018398,37,04,000000,1,67,02
0018464,47,13,055000,2,48,01
0018473,47,13,036400,2,36,01
0018644,37,09,000000,1,25,23
0018655,47,07,000000,2,77,01
0018757,47,09,000000,2,71,01
0018772,47,09,000000,1,61,01
0018772,47,06,000000,2,61,02
0018783,47,09,052000,1,71,01
0018783,47,08,008200,2,58,02
0018803,47,10,025000,1,29,01
0018803,47,11,002500,2,24,02
0018803,47,00,,1,00,03
0018848,47,04,000000,2,89,23
0019021,47,09,005600,1,58,22
0019030,47,05,000000,2,71,01
0019058,47,05,022500,2,50,01
0019162,37,12,020200,2,46,01
0019162,37,04,,2,13,04
0019162,37,02,,2,05,04
0019162,37,00,,1,00,04
0019222,47,13,015000,1,29,01
0019236,47,09,040000,1,38,01
0019236,47,13,000000,2,34,02
0019236,47,04,,1,14,03
0019236,47,02,,2,11,05
0019324,37,07,019000,1,57,01
0019400,47,09,020000,1,25,22
0019481,47,09,033000,2,45,01
0019481,47,07,000600,2,17,04
0019481,47,05,012000,2,44,06
0019554,47,13,020000,1,55,01
0019554,47,13,012000,2,53,02
0019554,47,09,000000,2,27,03
0019554,47,04,,2,12,03
0019700,47,09,012700,2,63,01
0019700,47,07,004000,1,20,08
0019748,47,10,000000,1,38,01
0019748,47,09,000000,2,39,02
0020018,47,11,000000,2,70,01
0020114,47,04,025000,1,48,01
0020114,47,06,000000,2,47,02
0020114,47,08,015200,1,28,03
0020114,47,09,006700,2,24,03
0020115,47,09,000000,1,43,01
0020115,47,09,000000,2,42,02
0020115,47,07,000000,1,17,03
0020115,47,03,,1,12,03
0020115,47,02,,1,08,03
0020120,47,12,002000,1,23,01
0020120,47,09,000000,2,19,02
0020120,47,00,,1,00,03
0020161,47,03,000000,1,93,22
0020175,37,11,016700,1,26,01
0020175,37,09,010000,1,19,17
0020307,47,13,040000,2,35,01
0020392,47,10,000000,1,45,01
0020392,20,12,000000,1,40,18
0020530,47,10,047000,2,47,01
0020602,37,06,020000,2,21,23
0020746,47,16,024200,1,43,01
0020746,47,14,036000,2,43,02
0020746,47,04,,1,14,03
0020746,47,03,,2,11,03
0020746,47,03,,1,11,03
0020933,66,04,103000,1,68,01
0020933,47,03,000000,2,73,02
0020964,37,09,018700,2,32,01
0020964,37,02,,1,09,03
0020964,37,00,,1,00,03
0020974,47,09,019400,1,48,01
0020974,47,08,006000,2,50,02
0020974,47,11,012300,2,24,03
0020974,47,09,017000,1,20,03
0021000,37,06,014500,2,57,01
0021000,37,09,013900,1,38,03
0021000,37,09,010800,1,35,03
0021054,47,09,105000,1,46,01
0021054,47,11,020000,2,43,02
0021054,47,04,027000,1,26,03
0021070,47,06,006000,1,62,01
0021070,47,05,016400,2,59,02
0021123,47,11,000000,1,84,01
0021123,47,09,000000,2,80,02
0021124,47,09,014500,2,20,01
0021124,47,09,038000,1,27,17
0021161,47,09,015000,2,36,01
0021161,47,09,014000,1,38,02
0021187,47,04,000000,2,86,22
0021253,47,13,056000,1,30,01
0021253,47,13,030000,2,31,02
0021253,47,02,,1,06,03
0021253,47,00,,1,00,03
0021273,47,09,026000,1,49,01
0021273,47,09,000000,2,44,02
0021273,47,04,000000,1,15,03
0021321,47,09,009500,2,38,01
0021321,47,02,,2,11,03
0021418,47,11,003000,2,25,01
