serial_no,race,education,income,gender,age,relationship
0000655,47,00,,1,01,08
0000655,47,08,015000,1,22,10
0000655,47,06,005000,1,17,20
0000655,47,03,,1,13,20
0000655,47,04,,2,12,20
0000655,01,00,,2,01,20
0000712,47,09,017500,2,35,01
0000712,47,09,014000,2,20,18
0000712,47,09,025000,1,43,19
0000718,47,09,000000,2,79,01
0000740,47,10,050000,1,43,01
0000740,47,12,040000,2,41,02
0000740,47,11,006800,2,19,03
0000740,47,07,001700,2,17,03
0000764,47,13,000000,2,59,01
0000781,47,11,003200,1,52,01
0000781,47,09,023900,2,50,02
0000786,47,09,000000,1,75,01
0000786,47,08,000000,2,78,02
0000797,47,09,000000,1,72,01
0000797,47,09,000000,2,65,02
0000802,47,10,008500,2,19,23
0000863,47,13,090000,2,35,01
0000863,47,11,000000,2,31,21
0000944,37,07,000000,1,22,22
0000949,47,09,036200,1,58,01
0000949,47,10,024500,2,55,02
0000950,37,07,007200,2,74,01
0000968,47,09,000000,1,75,01
0000968,47,09,000000,2,78,02
0000968,47,09,035000,1,47,03
0000968,47,01,000000,1,17,08
0000968,47,10,025000,2,45,10
0000988,47,13,015000,2,80,01
0000989,47,08,001200,1,22,01
0000989,47,00,,2,01,03
0000989,47,09,000000,2,24,18
0001014,47,09,000000,1,61,01
0001014,47,09,012400,2,61,02
0001014,47,09,003900,2,18,08
0001033,37,05,000000,1,79,01
0001070,47,09,007000,2,41,01
0001070,37,11,012000,1,39,02
0001070,47,02,,1,11,03
0001086,47,09,000000,2,93,22
0001102,47,07,035000,1,32,01
0001102,47,13,035000,2,32,02
0001102,47,00,,1,01,03
0001150,47,09,038000,1,27,01
0001184,47,09,000000,2,75,01
0001193,59,13,029000,1,35,01
0001193,47,13,034500,2,36,02
0001193,59,03,000000,2,15,03
0001193,59,02,,2,10,03
0001208,47,05,020000,1,36,01
0001208,47,10,000000,2,35,02
0001208,47,03,,1,11,03
0001208,47,02,,1,09,03
0001208,47,02,,2,05,03
0001208,47,00,,1,02,03
0001217,47,15,066000,2,39,01
0001217,47,11,045600,1,39,02
0001217,47,02,,1,06,03
0001217,47,02,,2,04,03
0001217,47,00,,1,00,03
0001231,47,09,027400,1,48,01
0001231,47,09,011000,2,52,02
0001263,47,09,000000,2,65,01
0001263,47,09,023000,1,42,03
0001281,47,09,000000,2,84,01
0001289,47,09,036500,1,28,01
0001289,47,02,,1,04,03
0001289,47,10,002700,2,16,06
0001289,47,00,,1,00,13
0001324,47,09,015000,1,58,01
0001324,47,10,014500,2,58,02
0001326,47,09,041600,1,40,01
0001326,47,11,019500,2,37,02
0001326,47,06,000000,2,17,03
0001326,47,04,,1,14,03
0001350,12,13,051000,1,53,01
0001350,12,11,035000,2,52,02
0001404,47,09,025000,1,31,01
0001404,47,10,030000,2,32,02
0001427,47,12,000000,1,72,01
0001427,47,08,002400,2,72,02
0001427,47,11,000000,2,39,03
0001427,47,09,018400,1,22,03
0001531,47,10,000000,2,72,01
0001531,47,13,025000,1,70,02
0001611,47,11,080000,1,38,01
0001611,47,03,,2,10,03
0001611,47,11,035000,2,40,19
0001623,47,04,000000,2,81,01
0001643,15,13,022000,2,32,01
0001643,15,13,012000,1,37,02
0001643,15,00,,2,01,03
0001643,15,13,025000,2,30,18
0001643,15,13,023000,2,26,18
0001665,47,09,030000,1,47,01
0001665,47,10,000000,2,51,02
0001668,71,13,002100,1,29,01
0001680,47,09,017000,1,46,01
0001680,47,11,007800,2,49,19
0001727,47,09,018000,1,31,01
0001743,47,09,040000,1,60,01
0001743,47,09,014700,2,57,02
0001743,47,11,011700,1,23,03
0001763,47,10,040000,1,50,01
0001763,47,10,026000,2,49,02
0001763,47,10,016000,1,27,03
0001814,47,09,013000,2,71,01
0001814,47,08,000000,1,36,03
0001826,37,11,023000,2,26,01
0001826,37,00,,1,00,04
0001843,47,09,010500,2,40,01
0001843,47,07,000000,2,17,03
0001843,47,05,000000,2,15,03
0001843,47,09,006700,1,22,21
0001854,37,07,033200,2,27,01
0001854,37,04,000000,2,15,03
0001854,37,00,,1,02,03
0001854,37,09,001000,2,47,07
0001872,47,09,037500,1,61,01
0001884,47,09,037000,1,32,01
0001884,47,13,005000,2,32,02
0001884,47,02,,1,04,03
0001906,47,09,012000,2,55,01
0001906,66,09,014000,2,29,04
0001906,66,02,,1,10,08
0001923,47,09,000000,1,67,01
0001923,47,11,023700,2,62,02
0001924,47,11,050000,1,45,01
0001924,47,13,018000,2,42,02
0001943,47,13,028000,2,35,01
0001943,47,02,,2,08,03
0001943,47,02,,2,05,03
0002046,47,06,000000,1,68,01
0002068,47,03,000000,2,67,01
0002069,37,11,066000,1,46,01
0002069,37,11,037300,2,38,02
0002069,37,07,004300,2,18,03
0002069,37,00,,1,02,03
0002079,37,07,000000,1,57,22
0002089,47,06,003500,1,65,01
0002089,47,11,000000,2,57,02
0002089,47,12,015000,1,23,03
0002139,47,11,000000,2,68,01
0002140,47,11,120000,1,48,01
0002140,47,11,040000,2,48,02
0002140,47,11,035700,2,24,03
0002140,47,05,003400,1,16,03
0002256,47,10,025000,1,35,01
0002256,47,11,025000,2,36,02
0002256,47,03,,1,13,04
0002269,47,11,000000,1,85,01
0002269,47,14,004100,2,82,02
0002275,47,11,002100,2,21,23
0002312,47,11,033300,1,50,01
0002312,47,13,014000,2,50,02
0002312,47,10,002100,2,23,03
0002312,47,10,027900,1,20,03
0002318,47,09,002000,1,71,01
0002318,47,09,041300,2,65,02
0002370,47,10,000000,2,67,01
0002377,47,04,017800,1,70,01
0002377,47,04,000000,2,67,02
0002377,47,04,012000,2,26,03
0002409,37,14,042200,2,48,01
0002409,37,09,000000,1,23,03
0002412,47,11,000000,2,72,01
0002421,01,09,018000,1,33,01
0002421,01,09,018900,2,31,02
0002421,01,02,,1,11,03
0002421,01,02,,2,08,03
0002421,01,01,,1,03,03
0002421,01,00,,2,01,03
0002446,47,04,000000,2,74,01
0002449,47,12,024200,1,45,01
0002449,47,09,010800,2,39,02
0002449,47,05,000000,2,17,05
0002473,47,13,053000,2,28,01
0002502,37,13,045200,1,34,01
0002502,37,10,030000,2,34,02
0002502,37,02,,2,07,03
0002518,28,16,130000,1,42,01
0002518,47,16,055000,2,38,02
0002518,65,05,000000,2,15,03
0002518,65,03,,2,12,03
0002518,65,02,,2,06,03
0002518,28,15,000000,2,83,07
0002530,37,09,000000,2,42,01
0002530,37,00,,2,00,03
0002547,47,13,000000,2,74,01
0002568,47,13,011000,1,37,01
0002568,47,11,000000,2,40,02
0002568,47,01,,2,03,03
0002568,47,00,,1,02,03
0002568,47,00,,2,01,03
0002592,47,09,042000,1,51,01
0002592,47,09,000000,2,52,02
0002592,47,06,005000,1,17,03
0002605,47,11,025800,1,46,01
0002605,47,12,005000,2,49,02
0002619,47,12,000000,2,79,01
0002623,28,13,047000,1,46,01
0002623,28,13,000000,2,42,02
0002623,28,01,,2,08,03
0002623,28,00,,1,02,03
0002637,47,09,000000,2,87,01
0002644,47,05,016000,1,34,01
0002644,47,03,018000,2,29,02
0002644,47,03,,1,11,03
0002644,47,02,,2,10,03
0002644,47,01,,1,05,03
0002656,47,09,048000,1,49,01
0002656,47,10,000000,2,46,02
0002656,47,11,013000,2,21,03
0002656,47,11,001000,2,19,03
0002656,47,11,016500,2,18,03
0002656,47,02,,1,10,03
0002665,47,07,005500,1,36,01
0002665,47,09,017900,2,34,02
0002676,47,09,012000,2,59,01
0002676,47,13,012100,1,50,02
0002682,47,13,045000,1,42,01
0002682,47,13,000000,2,36,02
0002682,47,02,,2,09,03
0002682,47,02,,1,08,03
0002689,47,09,018800,1,58,01
0002689,47,09,000000,2,59,21
0002699,47,04,000000,2,88,01
0002728,47,09,024000,1,34,01
0002728,47,09,000000,2,35,19
0002728,47,02,,2,11,21
0002737,47,09,079000,1,46,01
0002737,47,15,010000,2,44,02
0002737,47,12,009000,2,20,03
0002743,47,05,023800,1,38,01
0002743,47,09,009100,2,35,02
0002743,47,07,005200,1,17,03
0002743,47,03,,2,13,03
0002753,47,11,037000,1,48,01
0002753,47,10,000000,2,44,02
0002753,47,09,000000,1,23,03
0002753,47,07,004200,2,18,03
0002753,47,04,,2,14,03
0002798,47,07,016000,1,59,01
0002798,47,08,009000,2,38,02
0002815,47,10,008400,1,49,01
0002815,47,11,000000,2,46,02
0002815,47,08,005000,2,17,03
0002831,47,11,000000,1,39,01
0002831,47,09,000000,2,38,02
0002831,47,07,002700,1,17,03
0002831,47,05,000000,2,16,03
0002845,47,11,045000,1,38,01
0002845,47,10,027000,2,32,02
0002845,47,02,,1,09,03
0002845,47,02,,1,07,03
0002845,47,02,,1,06,03
0002852,47,12,019500,1,36,01
0002852,51,12,025200,2,38,02
0002857,47,01,007800,1,36,01
0002857,47,02,,2,07,03
0002857,47,01,,1,03,03
0002857,47,00,,1,02,03
0002857,47,02,000000,2,33,19
0002866,47,05,020000,2,75,01
0002873,47,10,000000,2,77,01
0002892,47,09,000000,1,64,01
0002892,47,11,000000,2,64,02
0002894,47,13,008000,1,22,01
0002894,47,13,016300,2,23,19
0002909,47,13,063000,1,31,01
0002909,47,14,002500,2,36,02
0002909,47,01,,2,03,03
0002909,47,00,,2,01,03
0002924,47,11,014700,2,25,01
0002924,47,02,,2,06,03
0002934,47,09,030000,1,30,01
0002934,47,09,021800,1,30,06
0002965,47,11,012000,1,22,01
0002965,47,11,007000,1,19,18
0002984,47,13,050000,2,32,01
0002984,47,13,100000,1,33,02
0002998,47,09,000000,2,93,22
0003006,47,12,000000,1,45,01
0003006,47,10,018600,2,44,02
0003006,47,10,020300,1,21,03
0003006,47,09,006900,2,19,03
0003025,47,09,000000,2,85,01
0003030,37,09,030000,2,45,01
0003030,37,09,008300,2,22,03
0003030,37,01,,2,05,08
0003030,37,00,,1,01,08
0003038,47,09,000000,2,79,22
0003051,47,10,004900,2,54,01
0003052,47,09,000000,1,73,01
0003061,47,09,000000,1,29,01
0003061,47,09,016300,2,30,02
0003061,47,01,,1,05,03
0003061,47,00,,1,00,03
0003080,47,13,065000,1,41,01
0003080,47,11,021400,2,39,02
0003080,47,04,,1,14,03
0003080,47,03,,2,12,03
0003099,37,11,000000,2,81,01
0003132,47,09,080000,1,48,01
0003132,47,09,008000,2,47,02
0003132,47,05,,2,14,03
0003142,47,09,000000,2,77,22
0003143,47,11,000000,2,93,22
0003179,47,15,000000,1,55,01
0003179,47,12,005600,2,52,02
0003179,47,11,001600,1,21,03
0003179,47,07,006500,1,18,03
0003272,47,13,110000,1,33,01
0003272,47,13,026000,2,31,02
0003272,47,01,,2,04,03
0003272,47,00,,1,01,03
0003286,37,09,000000,2,23,01
0003286,37,12,060000,1,27,02
0003308,47,10,030000,1,42,01
0003308,47,11,000000,2,44,02
0003308,47,00,,2,02,03
0003319,47,08,051000,1,49,01
0003319,47,09,000000,2,48,02
0003330,47,14,087000,1,47,01
0003330,47,10,000660,2,43,02
0003352,11,13,000000,1,26,01
0003419,47,13,022000,1,40,01
0003461,47,13,000000,2,50,01
0003461,47,13,015000,1,50,02
0003461,47,11,010000,1,20,03
0003461,47,05,000000,1,15,03
0003467,47,13,065000,2,44,01
0003504,47,09,008000,1,42,01
0003504,47,09,013000,2,34,02
0003513,71,14,037000,1,27,01
0003513,71,15,000000,2,25,02
0003513,71,00,,2,00,03
0003566,47,04,006200,2,60,23
0003580,47,11,000000,1,74,01
0003580,47,10,000000,2,81,02
0003585,47,09,000000,2,72,01
0003605,47,11,000000,1,70,01
0003605,47,13,014000,2,61,02
0003617,47,03,036000,1,46,22
0003636,47,13,038000,2,28,01
0003636,47,13,050000,1,29,19
0003637,47,04,000000,2,85,01
0003637,47,11,050000,2,51,03
0003637,32,09,040000,1,47,11
0003640,47,13,322000,1,69,01
0003640,47,14,160000,2,41,02
0003641,47,08,021400,1,41,01
0003641,47,08,000000,2,39,02
0003662,47,09,015200,1,66,01
0003677,47,09,045000,1,60,01
0003677,47,09,030800,2,59,11
0003682,47,11,000000,2,26,01
0003682,47,11,030000,1,29,02
0003682,47,01,,2,03,03
0003682,47,00,,1,00,03
0003709,47,15,032000,1,68,01
0003709,47,09,005300,2,62,02
0003742,47,11,030200,1,49,01
0003742,47,12,000000,2,47,02
0003742,47,14,001000,2,24,03
0003742,47,04,000000,2,15,03
0003742,47,13,000000,1,28,17
0003745,37,07,000000,1,24,22
0003776,37,09,000000,2,65,01
0003805,47,11,014400,2,68,01
0003805,47,14,130000,1,67,02
0003835,47,09,000000,1,69,01
0003847,47,08,000000,1,71,01
0003847,47,11,024600,2,64,02
0003847,47,13,017600,2,31,03
0003849,01,11,043700,1,32,01
0003849,01,09,020900,2,28,02
0003854,47,10,000000,2,66,01
0003860,47,12,110000,1,60,01
0003860,47,12,050000,2,60,02
0003882,47,12,000000,1,49,01
0003882,47,11,040000,2,55,02
0003891,47,12,000000,1,53,01
0003891,47,09,017100,2,49,02
0003891,47,09,000000,1,20,05
0003915,47,09,013000,2,36,01
0003915,47,09,019400,1,39,02
0003915,47,01,,2,04,03
0003915,47,00,,1,01,03
0003929,47,11,000000,1,61,01
0003929,47,11,007000,2,56,02
0003929,47,07,000000,1,18,08
0003929,47,04,000000,2,93,09
0003970,37,06,050000,1,53,22
0003974,47,11,000000,1,41,01
0003974,47,13,000000,2,38,02
0003974,47,03,,2,11,03
0003974,47,02,,1,09,03
0003985,47,09,049000,1,28,01
0003985,47,09,000000,2,27,02
0003985,47,02,,2,06,03
0003985,47,01,,1,03,03
0004007,01,11,016000,2,21,01
0004041,47,11,022300,2,75,01
0004110,47,11,000000,1,35,01
0004122,01,03,000000,1,33,01
0004122,01,05,000000,1,23,16
0004122,01,03,000000,1,33,18
0004122,01,03,000000,1,25,21
0004136,47,13,016200,1,24,01
0004136,47,09,018400,2,26,19
0004144,47,11,010000,2,51,01
0004144,47,09,047000,1,46,19
0004145,47,13,085000,2,29,01
0004145,47,13,031300,1,30,02
0004163,47,11,000000,1,86,01
0004163,47,11,000000,2,73,02
0004164,47,04,036000,1,65,01
0004164,47,09,000000,2,70,02
0004168,47,13,055000,1,39,01
0004168,47,13,039000,2,33,19
0004171,47,07,040000,2,35,01
0004171,47,04,000570,2,19,03
0004171,47,03,,2,11,03
0004198,47,15,037500,1,32,01
0004198,47,11,036000,2,27,02
0004198,47,00,,2,00,03
0004214,47,10,093000,1,60,01
0004214,47,09,032000,2,57,02
0004226,47,12,028000,2,28,01
0004226,47,00,,1,00,03
0004226,47,12,048200,2,24,19
0004238,47,13,000000,1,58,01
0004241,47,09,025000,1,39,01
0004241,47,09,010000,2,43,02
0004248,47,15,000000,1,65,01
0004248,47,13,000000,2,74,02
0004275,47,12,000000,1,73,01
0004275,47,11,000000,2,68,02
0004283,47,11,040000,1,38,01
0004283,01,09,001300,2,30,02
0004283,47,02,,1,09,03
0004283,47,01,,1,05,03
0004305,47,04,000000,1,63,01
0004305,47,12,000000,2,54,02
0004333,47,09,053000,1,41,01
0004333,47,09,020000,2,41,18
0004333,47,09,010000,2,20,18
0004347,01,09,025000,1,41,01
0004347,01,02,,2,10,03
0004347,01,04,018000,2,42,06
0004347,01,02,,1,07,21
0004370,47,09,019000,2,39,01
0004370,47,03,,1,11,03
0004370,47,02,,1,05,03
0004376,46,10,006000,2,44,01
0004399,47,13,065000,1,40,01
0004399,47,08,000000,2,44,02
0004399,47,02,,1,11,03
0004399,47,02,,1,09,03
0004408,47,09,062000,1,29,01
0004408,47,09,006000,2,29,02
0004408,47,01,,2,04,03
0004408,47,02,,2,10,04
0004410,47,12,035000,1,47,01
0004410,47,13,070000,2,45,02
0004410,47,09,003500,2,19,03
0004410,47,03,,1,13,03
0004410,47,09,008200,2,20,05
0004436,37,09,000000,2,76,01
0004436,37,09,020000,2,27,08
0004436,37,03,,1,10,08
0004436,37,02,,1,09,08
0004436,37,01,,1,03,11
0004459,47,11,008500,2,19,23
0004493,47,04,000000,1,79,01
0004493,47,04,000000,2,67,02
0004570,47,09,000000,1,79,01
0004570,47,06,000000,2,72,02
0004628,47,14,100000,1,62,01
0004628,47,09,015400,2,58,02
0004674,47,05,010200,1,64,01
0004674,47,09,000000,2,69,02
0004704,47,05,025000,1,38,01
0004704,47,09,018000,2,33,02
0004704,47,02,,2,07,03
0004704,47,01,,2,03,03
0004711,47,09,014000,1,32,01
0004711,47,03,,1,10,03
0004734,37,11,000000,2,53,01
0004734,37,08,000000,2,24,03
0004734,37,08,000130,1,18,03
0004734,37,07,002500,2,17,03
0004734,37,01,,1,05,08
0004734,37,00,,2,02,08
0004734,37,00,,2,01,08
0004738,66,11,000000,1,54,01
0004738,47,10,000000,2,53,02
0004744,47,09,000000,1,62,01
0004744,47,09,018000,2,53,02
0004744,47,09,017000,1,24,03
0004770,47,04,000000,2,93,01
0004807,47,13,075000,2,45,01
0004807,47,09,022000,1,22,03
0004807,47,10,012000,1,19,03
0004814,47,13,020000,2,41,01
0004814,47,11,028000,1,52,02
0004828,47,14,000000,1,66,01
0004828,47,13,000000,2,64,02
0004832,47,14,042000,2,61,01
0004832,47,10,026000,1,61,17
0004832,47,10,034000,2,60,17
0004845,47,08,000000,2,93,01
0004925,37,15,041500,2,46,01
0004925,37,02,,1,07,03
0004951,37,12,015000,1,37,23
0004968,15,13,041300,2,46,01
0004968,15,13,045000,1,22,03
0004968,15,10,000000,1,22,06
0004968,15,11,000000,2,83,15
0004968,15,09,020000,2,22,21
0004988,47,11,057000,1,51,01
0004988,47,09,000000,2,42,02
0004988,47,04,,1,14,05
0005042,47,13,041000,2,42,01
0005067,47,11,040000,1,55,01
0005067,47,11,005000,2,51,02
0005088,47,15,045000,1,33,01
0005088,47,09,003600,2,31,02
0005088,47,02,,1,08,03
0005094,47,09,000000,2,77,01
0005094,47,09,008900,1,51,03
0005115,47,11,030000,2,61,01
0005137,47,10,057000,1,45,01
0005137,47,12,010900,2,42,02
0005137,47,09,004400,2,18,03
0005137,47,03,,2,13,03
0005147,37,09,021300,1,27,01
0005147,37,11,015400,2,30,02
0005147,37,03,,2,12,03
0005147,37,09,000000,2,71,09
0005156,27,10,041000,2,38,01
0005156,47,12,000000,1,40,02
0005176,47,05,000800,2,67,01
0005195,47,14,049700,1,34,01
0005195,47,14,000000,2,33,02
0005195,38,01,,1,05,04
0005195,37,00,,2,02,04
0005198,47,14,042600,1,36,01
0005198,47,13,000000,2,30,02
0005198,47,00,,1,02,03
0005198,47,00,,2,01,03
0005206,47,10,035000,1,23,01
0005206,47,13,010000,2,31,02
0005303,47,13,004500,1,22,23
0005304,47,09,011900,1,67,01
0005304,47,14,050000,2,51,19
0005420,01,04,000000,1,21,22
0005431,47,04,000000,1,54,01
0005459,47,09,000000,2,80,01
0005532,47,09,010000,1,45,01
0005635,47,09,000000,1,74,01
0005675,47,12,053000,1,40,01
0005675,47,14,017000,2,38,02
0005675,47,02,,1,08,03
0005688,47,11,000000,1,75,01
0005689,47,09,024000,1,36,01
0005689,47,10,017000,2,35,02
0005689,47,04,000000,2,15,03
0005689,47,04,,2,14,03
0005756,12,14,100000,1,40,01
0005756,12,13,000000,2,35,02
0005762,47,13,072000,1,33,01
0005783,47,09,027000,1,27,01
0005783,32,12,030000,2,30,02
0005784,47,09,054000,1,51,01
0005784,47,09,000000,1,66,06
0005784,47,09,000000,2,72,09
0005801,47,04,010500,2,83,01
0005807,47,11,008800,1,63,01
0005807,12,08,003300,2,69,02
0005820,37,06,000000,2,36,01
0005820,37,01,,2,10,03
0005820,37,06,001500,2,17,21
0005820,37,04,000000,2,15,21
0005823,47,09,000000,1,62,01
0005823,47,09,030000,2,50,02
0005823,47,11,015700,2,38,03
0005823,47,07,003200,1,17,03
0005824,47,12,045000,1,49,01
0005824,47,09,005000,2,43,02
0005824,47,09,006000,2,17,03
0005824,47,04,,1,14,03
0005830,47,11,000000,1,41,01
0005830,47,11,045000,2,34,02
0005870,37,11,040000,2,45,01
0005870,37,11,010000,2,23,03
0005870,37,06,000000,1,17,03
0005876,47,07,000000,2,36,22
0005939,47,11,030000,1,38,01
0005945,47,11,046000,1,42,01
0005945,47,06,020000,2,39,02
0005945,47,04,,2,14,03
0005945,47,03,,1,12,03
0005955,47,12,000000,1,49,01
0005962,47,09,000000,2,83,01
0005974,47,15,048000,1,53,01
0005979,47,09,014900,1,61,01
0005979,47,09,014000,2,59,02
0005979,47,09,041000,1,42,03
0006011,47,01,024000,1,48,01
0006011,47,01,000000,2,43,02
0006011,47,05,000000,2,20,03
0006011,47,05,000000,1,15,03
0006011,47,02,,2,05,03
0006011,47,09,030000,1,52,17
0006026,37,06,000000,1,30,22
0006079,47,10,000000,1,52,01
0006079,11,04,000000,2,49,02
0006156,47,09,030300,1,38,01
0006156,47,10,038600,2,36,02
0006156,47,04,,1,13,03
0006156,47,03,,2,10,03
0006182,47,14,010000,2,52,01
0006192,47,04,000000,2,77,01
0006243,47,09,064000,1,55,01
0006243,47,09,000000,2,53,02
0006273,01,09,012700,2,22,01
0006273,01,03,020000,1,28,02
0006273,01,01,,1,03,03
0006273,01,03,032300,1,21,12
0006273,01,03,001600,1,18,12
0006298,47,07,030000,2,61,01
0006299,47,11,014500,1,22,01
0006299,47,10,033100,1,19,18
0006307,47,13,018700,2,46,01
0006317,47,09,104000,1,61,01
0006317,47,09,000000,2,60,02
0006342,47,09,000000,2,28,01
0006386,47,13,055000,1,31,01
0006386,47,13,020000,2,31,02
0006386,47,00,,1,01,03
0006394,47,09,022000,1,40,01
0006432,47,09,045000,1,56,01
0006432,47,12,035000,2,39,02
0006432,47,09,000700,1,20,03
0006432,47,06,003500,1,17,03
0006432,66,05,000000,1,16,05
0006432,66,04,,2,14,05
0006432,66,03,,2,12,05
0006448,47,09,064000,1,53,01
0006448,47,10,027500,2,57,02
0006448,47,09,016000,2,81,07
0006470,01,09,025000,1,29,01
0006470,01,08,017700,2,29,02
0006470,01,08,019000,1,29,21
0006502,47,10,000000,1,55,01
0006502,47,11,046000,2,54,02
0006503,47,09,028100,1,45,01
0006518,47,09,005500,2,37,01
0006518,48,11,004000,2,19,03
0006518,48,03,,1,13,03
0006518,48,03,,1,12,03
0006535,47,09,000000,1,33,01
0006535,47,09,000000,2,29,02
0006535,47,02,,2,04,03
0006555,47,13,094000,1,37,01
0006555,47,14,038800,2,35,02
0006555,47,00,,2,00,03
0006566,01,01,049000,1,31,01
0006566,01,04,012000,2,28,02
0006566,01,01,,1,08,03
0006566,01,01,,1,12,05
0006566,01,02,000000,2,55,09
0006566,01,01,005000,1,50,09
0006566,01,02,,1,09,13
0006566,01,01,008000,1,34,21
0006625,47,09,072000,1,53,01
0006625,47,10,000000,2,54,02
0006649,47,13,000000,1,83,01
0006663,37,09,000000,2,76,01
0006663,37,11,035600,1,40,10
0006663,37,08,000000,1,51,17
0006673,47,12,038000,1,32,01
0006673,47,10,001100,2,30,02
0006673,47,02,,2,08,03
0006673,47,01,,2,05,03
0006758,47,09,000000,1,48,01
0006758,47,11,039600,2,43,02
0006758,47,02,,1,10,03
0006784,37,09,036000,1,49,01
0006789,47,09,000000,1,67,01
0006789,47,09,000000,2,72,02
0006791,01,09,014000,1,22,01
0006791,01,09,011000,2,27,06
0006791,01,05,000000,1,20,06
0006791,01,11,000000,1,20,06
0006791,01,08,000000,2,43,07
0006802,47,13,039000,1,28,01
0006805,47,09,032500,1,53,01
0006805,47,09,000000,2,51,02
0006874,37,11,000000,1,49,01
0006958,47,13,068000,1,42,01
0006958,47,10,058000,2,39,02
0006958,47,02,,2,09,03
0006973,47,09,043500,1,36,01
0006995,47,13,000000,2,69,01
0007020,47,13,016400,2,27,01
0007038,37,11,010000,2,78,01
0007038,37,10,000000,2,43,03
0007038,37,08,000000,2,19,08
0007038,37,04,,1,12,08
0007038,37,00,,1,00,08
0007045,47,14,054000,1,41,01
0007045,47,13,000000,2,41,02
0007045,47,02,,1,09,03
0007045,47,02,,1,06,03
0007047,47,09,000000,1,62,01
0007047,47,06,000000,2,57,02
0007095,47,15,000000,2,75,01
0007133,47,03,013000,2,35,01
0007133,47,08,000000,1,16,03
0007133,47,03,,2,12,03
0007179,47,08,013000,2,44,01
0007179,47,14,029000,2,49,06
0007182,47,09,040400,1,58,01
0007182,47,09,000000,2,52,02
0007182,47,12,055000,2,29,03
0007182,47,02,,1,11,08
0007182,47,02,,1,06,08
0007182,47,09,032300,1,31,10
0007216,47,11,000000,2,27,01
0007216,47,01,,2,04,03
0007216,47,00,,1,02,03
0007224,47,04,015000,2,62,23
0007230,29,14,044200,1,63,01
0007271,47,12,018000,2,23,01
0007271,47,13,030500,1,28,18
0007286,47,04,000000,1,93,01
0007286,47,09,022900,2,86,02
0007323,47,07,024500,2,56,01
0007323,47,03,000000,1,86,07
0007323,47,04,000000,2,75,07
0007342,47,13,000000,1,62,01
0007342,47,11,002600,2,58,02
0007354,47,13,080000,1,35,01
0007354,47,14,035000,2,36,02
0007354,47,01,,1,04,03
0007390,47,11,032000,2,32,01
0007390,47,02,,2,09,03
