serial_no,race,education,income,gender,age,relationship
0010893,47,09,000000,1,69,01
0010893,47,11,000000,2,61,02
0010893,47,01,000000,2,31,03
0010893,47,13,040200,2,29,03
0010893,47,09,000000,2,24,03
0011331,47,13,034000,1,34,01
0012218,47,09,032000,1,51,01
0012218,47,13,046500,2,40,19
0013374,57,09,105000,1,44,01
0013426,47,13,045000,1,31,01
0013426,47,13,020000,2,33,02
0013426,47,01,,1,04,03
0013426,47,00,,1,01,03
0013577,32,09,045000,2,43,01
0013685,47,10,038000,1,37,01
0013685,47,09,042000,2,41,02
0013685,47,04,000000,1,15,03
0013685,47,03,,2,11,03
0013778,47,14,000000,1,55,01
0013778,47,12,040000,2,56,02
0015480,32,09,002500,1,54,01
0015480,32,11,022500,2,45,02
0015480,32,11,003000,2,20,03
0015480,32,07,002500,1,18,03
0015480,32,02,,2,10,13
0016935,47,09,000000,1,72,01
0016935,47,09,000000,2,79,02
0017022,66,13,024000,2,30,01
0017022,47,09,008000,1,31,19
0017063,37,13,026000,1,45,01
0017063,37,11,025000,2,36,02
0017063,37,06,001200,1,16,03
0017063,37,01,,1,03,03
0017063,37,03,,2,10,05
0017290,32,10,002100,2,52,01
0017290,47,08,004200,1,53,02
0017290,32,15,039400,1,31,03
0017290,32,02,,1,10,04
0017734,47,04,010000,1,28,01
0017734,47,04,007000,2,18,02
0017734,47,00,,1,01,03
0017734,47,00,,2,00,03
0018132,47,04,001700,1,45,01
0018132,47,05,000000,2,17,13
0018783,47,09,024200,1,36,01
0018783,11,07,000000,2,32,02
0018783,01,02,,2,07,03
0018783,01,02,,2,06,03
0018848,47,15,046500,2,52,01
0018848,47,15,005900,2,57,18
0019700,66,09,033000,1,69,01
0020115,47,10,000000,2,55,23
0020974,47,06,030000,1,58,01
0020974,47,10,000000,2,59,02
0021123,47,09,040000,2,40,01
0021123,47,07,007500,2,18,03
0021123,47,04,000000,2,15,03
0021123,47,09,050000,1,49,19
0022296,47,11,041000,1,60,01
0022296,47,07,031000,2,54,02
0022296,47,09,012800,1,37,12
0023691,47,09,000000,2,73,01
0024247,47,09,000000,1,61,01
0024247,47,09,000000,2,48,02
0024247,47,09,000000,2,84,07
0025009,32,08,038300,2,30,01
0025009,32,09,003000,1,32,18
0025185,47,09,025000,1,19,01
0025185,47,08,021200,1,18,18
0025225,47,09,018700,2,23,01
0025225,47,00,,1,00,03
0025225,66,10,018600,2,20,18
0025465,47,09,000000,1,34,01
0025465,32,12,032600,2,34,02
0025465,32,05,001100,2,16,03
0025465,32,03,,2,12,03
0025465,32,02,,1,11,03
0025465,32,02,,1,08,03
0025601,32,01,000000,1,75,01
0025601,32,09,002500,1,20,08
0025601,32,07,000000,2,17,08
0026483,66,09,017900,2,20,01
0026483,47,11,004600,1,22,02
0026500,47,11,009000,2,28,01
0026500,66,02,,1,08,03
0026500,66,02,,2,06,03
0026500,66,00,,1,02,03
0026500,32,09,000000,1,28,19
0029069,37,10,021000,2,36,01
0029069,37,01,,1,03,03
0029069,37,09,015000,2,38,16
0029077,32,11,002000,2,45,01
0029077,32,05,000000,1,16,03
0029219,32,06,005000,1,19,01
0029243,47,13,029500,2,32,01
0029243,47,02,,1,06,03
0029504,47,11,030000,2,26,01
0029504,37,10,008700,1,30,02
0029934,47,12,085000,1,39,01
0029934,47,12,002800,2,36,02
0029934,47,05,,1,14,03
0029934,47,03,,2,11,03
0030138,47,12,035000,1,37,23
0030290,47,11,001600,1,44,01
0031284,32,04,000000,2,77,01
0031284,32,09,008400,1,34,03
0031284,32,00,,1,00,08
0031284,32,09,001900,1,33,10
0032500,32,09,020000,1,40,01
0032500,32,09,004900,2,35,02
0032500,32,05,000000,2,15,03
0032500,32,02,,1,10,03
0032500,32,02,,1,08,03
0032500,32,01,,1,03,03
0033238,47,09,032000,1,36,01
0033238,66,09,000000,2,34,02
0033238,47,00,,1,02,04
0033238,47,03,,1,11,05
0033563,47,16,055000,1,42,01
0034789,32,11,012000,1,40,01
0034789,47,13,000000,2,34,19
0034934,66,11,028500,2,53,01
0034934,32,11,000000,1,49,02
0034934,32,09,002400,1,24,03
0034934,32,06,001300,1,17,03
0034934,32,03,,2,12,03
0035006,47,09,000000,1,30,01
0035006,47,09,000000,2,27,02
0035006,47,02,,2,04,03
0035006,47,00,,2,02,03
0035236,47,11,006000,1,19,23
0035315,32,03,007000,1,65,01
0035315,32,04,000000,2,63,02
0035315,32,10,036000,1,23,08
0035315,32,03,,1,14,08
0035315,32,02,,1,08,08
0036271,32,11,000000,2,47,01
0036271,32,09,006000,2,23,03
0036271,32,09,005300,1,22,03
0036271,32,00,,1,01,08
0036455,32,04,000000,2,70,01
0038833,47,09,050000,1,26,01
0039935,47,09,022400,1,22,23
0040213,32,09,008000,1,42,01
0040818,47,09,015000,2,37,01
0040818,47,09,016000,1,46,02
0040818,47,02,,1,06,03
0040818,47,01,,1,05,03
0040818,47,01,,1,04,03
0040912,47,14,030000,1,45,01
0040912,47,13,028000,2,42,02
0042214,47,09,025000,1,34,01
0042214,47,11,018000,2,31,02
0042214,47,02,,2,07,03
0042214,47,01,,1,04,03
0042214,47,00,,2,00,03
0042842,47,08,046100,1,53,01
0042842,47,10,012700,2,62,02
0043327,47,10,030000,2,25,01
0043702,47,13,013000,2,23,01
0043702,47,13,013000,1,25,19
0043903,47,10,040000,2,39,01
0043903,47,13,073000,1,48,02
0044253,47,11,035000,1,31,01
0044379,47,13,000000,2,85,01
0044468,47,11,060000,1,36,01
0045869,47,09,030000,1,23,01
0045869,47,09,001800,2,22,02
0045869,47,00,,2,01,03
0045869,47,12,021000,1,25,21
0045927,47,13,042800,1,30,01
0045927,47,11,025000,2,35,02
0045927,47,00,,1,00,03
0046044,47,13,048000,1,28,01
0046813,32,09,001500,1,56,01
0046813,32,04,035000,2,51,02
0046813,32,06,000000,1,22,03
0046813,32,01,,1,06,08
0046903,47,11,025000,2,28,01
0046903,47,10,015000,1,29,02
0046970,32,03,020000,1,59,01
0046970,32,04,000000,2,55,02
0046970,32,03,,2,12,04
0047651,47,10,032000,1,45,01
0047651,47,12,027000,2,44,02
0047651,47,02,,1,11,03
0047651,47,02,,2,05,03
0048367,47,09,000000,1,65,01
0048367,47,10,000000,2,64,02
0049045,47,15,075000,1,49,01
0049045,47,13,045000,2,46,02
0049510,47,11,000000,1,49,01
0049510,47,13,000000,2,49,02
0050342,15,11,012300,1,47,01
0050342,15,09,032000,2,45,02
0050346,47,14,051000,1,45,01
0050346,47,14,051000,2,51,02
0050479,47,09,040000,1,42,01
0050479,47,14,053000,2,47,02
0050479,47,02,,2,10,03
0050602,47,10,030000,1,31,01
0050602,47,14,026000,2,34,02
0050602,47,02,,2,08,03
0051285,01,07,000000,1,43,01
0051285,01,04,,2,14,03
0051285,01,02,,1,10,03
0051491,47,13,040000,2,42,01
0051560,32,13,018000,2,48,01
0051560,32,09,007000,2,19,03
0051560,32,04,,1,14,03
0051638,47,12,042500,1,48,01
0051638,47,14,000000,2,48,02
0051828,47,12,003300,2,21,23
0052853,32,13,044000,1,35,01
0052853,32,13,067000,2,35,02
0052853,32,02,,1,06,03
0052853,32,02,,2,04,03
0053240,47,15,088000,1,49,01
0053343,47,13,048100,1,34,01
0053343,47,11,023800,2,38,02
0053787,47,13,052000,1,39,01
0053787,47,13,050000,2,36,02
0053787,47,04,,2,14,03
0053787,47,02,,2,10,03
0054006,32,14,070000,1,53,01
0054006,32,14,070000,2,51,02
0054006,32,10,018300,1,24,03
0055545,32,09,000000,2,51,01
0055545,47,14,005000,1,54,02
0055545,32,07,002000,1,17,03
0055545,32,02,,1,11,04
0055612,47,13,040000,1,49,01
0055612,47,13,033000,2,43,02
0055612,47,05,000000,1,16,03
0055612,47,04,,2,14,03
0056513,32,09,032000,1,40,01
0056513,47,11,030000,2,38,02
0056513,47,03,,1,11,03
0056513,47,02,,2,09,03
0056977,47,09,064000,1,45,01
0056977,47,11,040000,2,45,02
0057064,47,08,005000,1,42,01
0057657,32,09,032000,1,39,01
0057657,32,02,,2,10,03
0057657,48,12,011000,2,44,19
0057714,47,12,000300,2,37,01
0057714,47,11,065000,1,38,02
0057714,47,04,000000,1,15,03
0057714,47,02,,2,10,03
0058073,66,02,000000,1,66,01
0058073,32,07,001600,1,31,13
0058073,32,09,000000,1,42,17
0058384,47,13,052000,2,60,01
0058384,47,11,010000,1,57,02
0059510,47,10,031000,2,40,01
0059510,47,06,001800,2,16,03
0059510,47,13,012000,1,39,19
0059787,47,14,035000,1,47,01
0059787,47,10,015000,2,47,02
0059787,47,05,000000,2,16,03
0059787,47,02,,1,10,03
0059821,66,09,047000,1,54,01
0059821,66,06,007300,2,54,02
0059821,66,09,024000,1,26,03
0060089,32,04,000800,1,46,01
0060450,32,09,017600,2,37,01
0060450,32,02,,2,06,03
0060450,32,02,,2,06,04
0060450,32,09,024000,1,40,19
0060711,47,11,022200,1,55,01
0060711,47,11,030000,2,54,02
0061477,32,10,014000,2,48,01
0061477,32,10,000000,1,60,02
0061477,32,10,005500,2,25,03
0062300,47,09,036000,1,42,01
0062300,47,09,018000,2,41,02
0062300,47,06,002800,1,18,03
0062300,47,08,006300,2,70,07
0062331,32,09,000000,2,70,01
0062331,32,04,006000,2,48,03
0062331,32,09,005600,1,47,03
0062331,32,09,025900,1,41,03
0062559,47,09,020000,1,63,01
0062559,47,09,004300,2,56,21
0063015,47,10,027400,2,44,01
0063015,47,08,000000,2,17,03
0063015,47,04,000000,1,15,03
0063510,47,13,040000,2,43,01
0063510,47,11,060000,1,42,02
0064310,32,09,000080,1,19,22
0064538,47,15,086000,2,45,01
0066631,32,12,030000,1,37,01
0066631,32,12,020000,2,34,02
0066631,32,03,,1,12,03
0066631,32,02,,1,09,03
0066631,32,01,,1,06,03
0066703,66,12,010000,1,24,23
0067276,32,09,014000,2,29,01
0067276,66,09,070000,1,46,02
0067375,37,09,000000,1,28,01
0067375,46,02,,1,07,03
0067375,46,00,,1,02,03
0067375,32,09,000000,2,24,19
0067519,47,14,021000,1,48,01
0067519,47,13,000000,2,47,02
0067519,47,11,012000,1,20,04
0067519,68,07,000000,2,18,04
0067519,66,03,,2,12,04
0067519,47,13,000000,1,72,09
0067831,47,04,000000,2,87,01
0067906,32,09,028000,2,28,01
0067906,32,02,,2,10,03
0067906,32,02,,1,09,03
0067906,32,01,,1,04,03
0068114,47,13,054000,1,44,01
0068114,47,13,014000,2,46,02
0068323,47,09,025000,1,21,01
0068323,48,07,001800,2,22,19
0068455,47,11,032000,1,28,01
0068455,47,10,028000,2,25,02
0068455,47,00,,2,01,03
0068455,47,02,,1,06,05
0068691,47,11,050000,1,49,01
0068691,47,09,054000,2,44,19
0068903,32,10,023000,1,27,01
0068903,32,10,015500,2,23,02
0068903,32,00,,2,01,03
0069010,32,11,008000,1,52,01
0069136,47,12,085000,2,59,01
0069136,47,10,020000,2,23,03
0069581,47,09,025000,1,45,01
0070205,32,09,011100,1,36,01
0070205,32,10,018500,2,33,02
0070205,32,04,,1,13,03
0070205,32,03,,1,12,03
0070205,32,02,,1,09,03
0070205,32,00,,2,02,03
0070205,32,00,,1,00,04
0070611,47,07,000000,1,66,01
0072174,47,13,000000,2,68,01
0072174,66,04,000000,1,15,08
0072486,47,04,052000,1,40,01
0072486,47,03,,1,12,03
0072486,47,02,,1,06,03
0072486,47,02,,2,04,03
0072564,32,04,030000,1,51,01
0072564,32,09,035000,2,47,02
0072564,32,09,001000,1,24,03
0072564,32,09,000000,2,20,03
0072564,32,06,001000,1,18,03
0072765,37,07,000000,2,77,22
0072820,32,06,020000,2,30,01
0072820,32,02,,2,09,03
0072820,32,12,020900,1,34,19
0074224,47,13,030000,2,44,01
0074335,47,11,025000,1,55,23
0075276,47,12,025000,2,44,01
0075276,01,09,019000,1,59,19
0075309,47,11,000000,1,80,01
0075309,47,13,000000,2,67,02
0075874,47,09,000000,1,26,01
0075874,47,09,025000,2,25,02
0076030,47,14,032600,1,51,01
0076034,47,14,070000,2,55,01
0077344,47,10,071000,1,28,01
0077344,47,13,017000,1,29,18
0077344,47,11,023000,1,27,18
0077607,47,12,048000,1,49,01
0077607,15,12,000000,2,32,02
0077607,59,00,,1,00,03
0078274,47,09,073000,1,60,01
0078274,47,09,000000,2,59,02
0078413,47,11,030000,1,33,01
0078413,47,13,021000,2,32,02
0078711,47,13,042000,1,43,01
0078711,47,14,048000,2,42,02
0079249,47,08,000000,2,24,01
0079249,47,00,,2,00,03
0079249,47,09,028000,1,27,19
0079330,32,09,000000,2,54,01
0079330,32,10,001000,1,47,18
0080883,47,11,025000,1,46,01
0082323,32,09,021900,1,48,01
0082323,32,11,034300,2,49,02
0082782,47,09,050000,1,30,01
0082782,47,09,033000,2,32,02
0082782,47,00,,2,02,03
0084062,59,09,014000,1,27,23
0084185,47,13,050000,1,44,01
0084185,47,14,024000,2,39,02
0084185,47,02,,1,06,03
0084185,47,02,,2,04,03
0084228,32,09,015000,1,22,01
0084228,47,09,030000,2,23,02
0084228,32,00,,2,01,03
0084785,47,13,055000,2,48,01
0084785,47,13,045000,2,42,19
0085433,47,11,039000,1,52,01
0085433,32,07,022300,2,46,02
0085695,32,02,005800,2,58,01
0085695,32,07,034900,1,33,03
0085695,32,09,001000,2,24,03
0086262,47,12,026000,1,34,01
0086262,47,13,093000,2,30,02
0086262,47,00,,1,01,03
0087010,32,11,060000,1,40,01
0087010,32,11,001600,2,35,02
0087010,32,02,,2,09,03
0087010,32,02,,1,05,03
0087847,32,09,024000,1,45,01
0087847,32,11,022500,2,43,02
0087847,32,06,004500,1,18,03
0087847,32,04,000000,1,15,03
0087847,32,04,000000,1,15,03
0088953,32,07,000000,2,52,01
0088953,32,05,000000,1,51,21
0089287,47,09,020000,1,36,01
0089287,32,09,030000,2,30,02
0089287,66,01,,1,05,03
0089287,66,01,,1,04,03
0089287,66,02,,2,10,05
0089287,33,02,,2,08,05
0089309,47,13,060000,1,44,01
0089309,47,15,025000,2,37,02
0089309,47,00,,1,02,03
0089568,47,10,020200,1,28,01
0089694,01,11,037000,1,32,01
0089694,47,11,027000,2,31,02
0089694,48,01,,1,06,03
0089694,48,00,,2,02,03
0090243,32,03,000000,1,67,01
0090243,32,09,006000,1,35,03
0090243,32,11,016600,1,23,03
0090243,32,09,001800,1,50,05
0090243,32,04,001900,1,53,21
0090342,47,15,035000,1,35,01
0090342,47,13,013000,2,35,19
0090420,47,12,027000,1,38,01
0090420,47,09,010000,2,37,02
0090420,47,06,008000,1,17,03
0090420,47,05,000000,1,15,03
0090420,47,03,,1,11,03
0090420,47,04,000000,1,15,04
0091006,66,13,050000,1,51,01
0091006,32,09,004000,2,47,02
0091006,32,09,000000,1,27,03
0091006,32,09,005300,1,22,03
0091006,32,09,000600,1,20,03
0091585,47,13,045800,2,37,01
0091585,32,11,018300,1,33,02
0091585,66,00,,1,02,03
0091585,66,00,,2,01,03
0091705,47,11,000000,1,59,01
0091705,47,13,000550,2,57,02
0091747,32,09,002000,1,37,23
0091917,47,13,015000,1,44,01
0091917,47,13,014000,2,41,02
0091917,47,04,,2,13,03
0091917,47,02,,1,11,03
0091969,37,07,007800,1,18,22
0092153,37,12,076000,1,47,01
0092153,37,15,036000,2,48,02
0092932,47,09,055000,1,28,01
0092932,47,09,025000,2,27,02
0092932,47,02,,1,10,03
0092932,47,01,,2,03,03
0092932,47,02,,1,08,04
0093311,47,08,000000,1,68,01
0093311,47,09,000000,2,65,02
0093554,47,12,035700,1,61,01
0093554,47,11,028200,2,57,02
0094285,47,09,038000,2,42,01
0094290,47,09,028000,1,54,01
0094819,47,09,048000,2,48,01
0094819,47,11,060000,1,42,02
0094819,47,06,000000,1,16,03
0094909,47,12,000000,1,44,01
0094909,47,13,031000,2,43,02
0094909,47,07,000000,1,17,03
0094909,47,04,000000,2,15,03
0095150,47,07,000600,1,35,01
0095150,32,07,000000,2,29,02
0095150,32,03,,2,12,03
0095150,32,02,,1,08,03
0095150,32,02,,1,07,03
0095150,32,01,,1,03,03
0095750,32,09,001500,2,42,01
0095750,32,02,,1,06,03
0095750,32,02,,2,05,03
0095754,47,13,012000,2,24,01
0096078,47,13,020500,2,44,01
0096344,32,09,000000,1,57,01
0097055,47,09,031100,1,46,01
0097055,01,13,024700,2,39,02
0097055,01,03,,2,11,04
0097896,32,10,000000,1,70,01
0097896,32,02,000000,2,68,02
0097896,32,04,,1,13,04
0097896,33,07,000170,2,22,08
0097896,33,00,,1,02,08
0097913,47,06,000000,1,76,01
0098053,66,13,032000,1,32,01
0098053,47,13,027000,2,32,17
0098053,66,11,022000,2,29,17
0098421,47,09,000000,1,45,01
0098421,32,09,036000,2,36,02
0098421,66,03,,1,12,03
0098421,66,02,,1,11,03
0098421,66,02,,2,10,03
0098460,47,15,020000,1,48,01
0098460,47,13,014500,1,36,18
0099730,47,12,122000,1,49,01
0099730,47,14,094000,2,43,02
0100145,01,11,004000,1,21,01
0100169,37,12,005000,1,39,23
0100925,47,13,053000,1,43,01
0100925,47,11,000000,2,37,02
0100925,47,03,,1,13,05
0101678,48,13,022000,1,55,01
0101744,47,09,050000,1,35,01
0101744,47,09,016000,2,35,02
0101744,47,06,000000,2,16,03
0101744,47,04,,2,14,03
0101744,47,03,,2,13,03
0101744,47,02,,2,11,03
0101744,47,02,,2,09,03
0102854,47,09,031000,1,35,01
0103150,47,13,001700,2,22,23
0104522,47,04,000000,2,77,01
0104675,22,09,024000,1,24,01
0104838,47,11,034000,2,29,01
0104838,32,12,037400,2,34,17
0104838,47,13,029000,2,29,18
0105462,47,09,012000,1,21,23
0105492,47,11,029600,2,35,01
0105492,47,02,,1,05,03
0105555,47,10,000000,1,39,01
0106607,47,09,058000,1,21,23
0107566,47,15,035000,2,54,01
0108813,47,14,047500,2,50,01
0109365,47,11,027000,2,39,01
0109365,71,09,000000,2,17,03
0109365,37,04,000000,1,15,03
0109365,47,09,000000,1,17,10
0110789,47,11,000000,1,39,01
0110789,32,10,032300,2,50,02
0111517,47,08,055000,1,41,01
0111517,47,09,020000,2,46,02
0112788,47,06,000000,1,53,01
0112788,47,06,013000,2,49,02
0112788,47,09,000000,1,19,03
0112807,32,04,000000,1,30,23
0113126,47,12,015400,2,37,01
0113126,47,00,,2,00,03
0113126,47,12,017500,2,31,19
0113494,47,09,021000,1,46,01
0113494,47,09,025000,2,60,02
0113872,32,11,007800,1,48,01
0113872,47,09,013000,2,47,02
0113872,32,05,001100,1,16,03
0113872,32,04,,2,14,03
0113872,32,03,,2,12,03
0113872,32,02,,1,07,03
0114041,32,01,000000,2,63,01
0114041,32,04,,2,14,08
0114041,32,03,,1,12,08
0114285,32,09,000000,1,38,22
0115107,47,14,040000,1,49,01
0115107,47,13,050000,2,46,19
0115665,47,06,020000,2,33,01
0115665,32,08,038000,1,38,02
0115665,71,04,,1,14,03
0115665,66,00,,1,02,03
0116267,47,11,094000,1,42,01
0116267,71,14,009500,2,42,02
0116267,53,06,,1,14,03
0116267,53,02,,1,11,03
0116860,32,07,000000,2,69,01
0116860,32,05,000000,2,38,03
0116860,32,12,030000,2,30,04
0116860,32,09,011800,1,44,10
0117411,47,09,040000,2,48,01
0117411,47,07,006200,1,19,03
0117430,32,11,000000,2,50,01
0117430,32,12,000000,1,27,03
0118359,47,12,070000,1,44,01
0119098,32,09,000000,2,71,01
0119481,47,08,000000,1,33,01
0119481,47,13,041000,2,29,02
0119481,47,02,,2,08,03
0119481,47,02,,2,07,03
0119633,47,09,010000,1,61,01
0120138,47,14,323000,2,36,01
0120138,06,14,323000,1,37,02
0120138,52,06,000000,1,17,03
0120158,47,11,005100,1,67,01
0120243,32,09,000000,1,34,01
0120243,32,06,001800,2,25,02
0120243,32,03,,2,11,03
0120243,32,02,,1,10,03
0120243,32,02,,1,10,03
0120243,32,02,,1,08,03
0120243,32,02,,2,08,03
0120243,32,02,,1,06,03
0120918,47,11,083000,1,60,01
0120918,47,08,026000,2,65,02
0120918,47,09,007000,2,25,03
0120984,47,11,031400,1,37,22
0122211,47,11,006000,1,19,23
0122492,47,11,038600,1,55,01
0122492,47,11,000000,2,53,02
0123583,01,11,034000,1,47,01
0123583,71,11,023000,2,45,02
0123583,01,08,005000,2,24,03
0123583,01,11,000000,2,22,03
0123583,01,00,,1,02,04
0124258,15,04,055000,1,46,01
0124258,15,13,025000,2,32,02
0124258,15,02,,2,05,03
0124258,15,01,,2,03,03
0124605,47,09,000000,1,68,01
0124605,47,09,058000,2,62,02
0126142,47,10,035700,1,24,01
0126142,47,08,013600,1,22,21
0126260,47,13,018000,1,32,01
0126260,47,13,000000,2,31,02
0126260,47,02,,1,03,03
0126260,47,00,,1,01,03
0126336,47,11,047000,1,36,01
0126336,47,11,004000,2,28,02
0127053,47,09,000000,1,67,01
0127053,47,09,000000,2,61,02
0127148,01,13,026000,1,27,01
0127148,01,11,001000,2,26,02
0127148,01,00,,2,02,03
0127773,47,10,005000,1,18,23
0128749,47,08,000000,1,40,01
0128749,47,09,000000,2,37,02
0128749,47,01,,1,04,03
0128749,47,00,,1,02,03
0128960,47,09,000000,2,94,23
0129223,01,06,004800,1,24,01
0129223,38,00,,2,02,03
0129223,38,00,,1,02,03
0129223,37,08,001100,2,19,19
0129882,47,08,024000,2,46,01
0129882,47,08,026000,1,45,19
0131348,32,09,000000,1,58,01
0132023,47,11,015600,2,20,01
0132083,66,11,058000,1,42,01
0132083,66,04,,1,13,04
0132846,32,00,,1,02,22
0133549,15,11,000900,1,57,01
0133549,15,11,000500,2,55,02
0133716,32,09,024500,1,37,01
0133716,32,09,001500,2,35,02
0133716,32,02,,2,07,03
0133716,32,02,,1,06,03
0133716,32,00,,2,02,03
0133810,32,13,058000,1,49,01
0133810,47,13,035900,2,48,02
0133810,47,06,004900,1,17,03
0133810,47,04,000000,1,15,03
0133810,47,03,,1,13,03
0134273,15,12,060000,1,43,01
0134273,15,12,015000,2,42,02
0134273,15,03,,1,10,03
0135254,32,03,000000,2,84,01
0135254,32,04,001200,1,57,03
0135254,32,07,000000,2,19,08
0135254,32,07,000950,1,16,08
0135993,47,10,006500,1,55,01
0135993,47,13,034600,2,51,02
0135993,47,07,002800,1,18,03
0136814,47,11,015000,2,25,01
0136831,47,10,000550,2,38,01
0136831,47,04,000000,2,15,03
0136849,32,05,025900,2,49,01
0137711,47,13,100000,1,45,01
0137711,47,13,035000,2,43,02
0137711,47,00,,1,01,03
0137711,47,03,,1,13,04
0137711,47,02,,2,09,04
0138735,47,10,020700,2,30,01
0138735,47,09,000000,1,32,02
0138735,47,02,,1,05,03
0138875,32,11,023000,2,27,01
0138875,32,02,,1,06,03
0138875,47,11,000000,1,31,19
0139194,32,02,000000,2,68,01
0139194,32,10,002000,1,40,03
0139194,32,09,007000,1,35,03
0139194,32,09,039000,1,32,03
0139194,32,06,000000,2,25,04
0139194,32,03,,2,11,08
0139194,32,02,,1,07,08
0139194,32,09,004000,2,32,11
0139194,32,05,000000,2,24,21
0139219,32,09,002000,2,50,01
0139219,32,08,000000,2,47,06
0139219,32,08,002000,1,32,13
0139219,32,03,,1,12,13
0139366,47,09,000000,2,83,01
0139513,47,14,083000,2,69,01
0139701,47,10,044400,2,56,01
0139701,47,10,041600,1,48,19
0139787,47,11,069000,1,46,01
0139787,47,10,000000,2,35,02
0139787,47,04,,2,13,03
0139859,47,11,070000,2,49,01
0139859,47,04,001800,2,16,03
0139877,11,08,017200,2,50,01
0139974,32,09,020000,1,31,01
0139974,32,09,010000,2,33,19
0140070,47,16,050000,1,63,01
0140070,47,13,035000,2,49,02
0141421,47,09,030000,1,43,01
0141421,47,09,018000,2,40,02
0141421,47,05,001200,1,17,05
0141421,47,04,,2,14,05
0141421,47,02,,2,10,05
0141471,32,09,000000,2,30,01
0141471,32,02,,2,10,03
0141471,32,01,,1,05,03
0141471,32,00,,1,02,03
0141471,32,09,002000,1,39,19
0141599,47,09,049000,1,60,01
0141599,47,10,000000,2,55,02
0141810,47,04,000000,1,79,01
0141810,47,11,000000,2,73,02
0141810,47,09,012000,1,34,03
0142007,47,05,000000,1,16,22
0142237,47,12,032300,1,44,01
0142241,15,13,000000,1,53,01
0142241,15,13,063000,2,49,02
0142241,15,11,004300,2,25,03
0142241,15,11,007500,1,23,03
0142241,15,11,003700,1,19,03
0142572,47,13,019000,2,24,01
0142572,47,11,032000,1,26,02
0142583,47,09,050000,1,40,01
0142583,47,09,013200,2,25,19
0142583,47,02,,1,08,21
0142586,47,14,323000,1,53,01
0143172,47,13,158000,1,55,01
0143172,47,13,000000,2,52,02
0143172,47,11,002500,1,21,03
0143172,47,05,000000,2,16,03
0143359,32,10,032000,1,62,01
0143452,47,10,000000,1,40,01
0143452,47,12,002700,2,35,02
0143452,47,02,,2,10,03
0143452,47,02,,1,07,03
0143603,47,14,085000,1,42,01
0143603,47,14,031000,2,46,02
0143603,47,11,000000,2,22,03
0143603,47,11,017000,1,23,04
0143603,47,11,000000,1,20,04
0143603,47,06,002000,2,17,04
0143603,47,03,,2,11,04
0143876,47,09,010000,1,60,01
0143876,32,09,017300,2,52,02
0143876,32,15,038700,2,31,03
0143876,32,02,,1,11,08
0143876,32,02,,1,07,08
0144058,32,09,009600,2,30,01
0144058,32,04,,1,13,03
0144058,32,03,,2,11,03
0144058,32,03,,2,10,03
0144058,32,02,,2,07,03
