serial_no,race,education,income,gender,age,relationship
0001923,47,03,024000,1,26,21
0001943,47,06,000000,2,64,01
0002046,47,10,001500,2,28,01
0002046,47,02,,2,09,03
0002046,47,00,,2,01,03
0002068,47,09,000670,2,66,01
0002068,47,13,009400,1,35,03
0002068,47,04,000000,1,15,08
0002068,47,03,,2,11,08
0002068,47,02,,2,07,08
0002069,47,09,000000,2,80,01
0002079,47,09,000000,1,72,01
0002079,47,14,000000,2,66,02
0002079,47,11,020000,1,47,03
0002089,47,09,000000,2,78,01
0002139,47,15,317000,1,40,01
0002139,47,11,000000,2,39,02
0002139,47,02,,2,08,03
0002140,37,06,003500,1,18,22
0002256,47,10,050000,2,42,01
0002256,47,09,008000,1,22,03
0002256,47,09,008000,1,19,03
0002256,47,04,000000,2,15,03
0002269,47,10,045000,1,34,01
0002269,47,10,000000,2,53,02
0002269,47,07,000000,2,18,03
0002269,47,04,,2,14,03
0002269,47,03,,2,12,03
0002269,47,00,,1,00,08
0002275,47,09,013000,1,48,01
0002275,47,13,046000,2,50,02
0002275,47,05,000000,1,15,03
0002312,11,16,050000,1,43,01
0002312,11,13,000000,2,46,02
0002312,11,02,,1,11,03
0002312,11,02,,2,06,03
0002318,37,11,012800,2,30,01
0002318,37,05,,1,13,03
0002318,37,03,,2,10,03
0002318,37,02,,2,07,03
0002318,37,09,024500,1,36,19
0002357,47,09,055000,1,75,01
0002357,47,06,000000,2,69,02
0002370,47,10,000500,2,18,23
0002377,47,09,035000,1,41,01
0002377,47,11,000000,2,36,02
0002377,47,02,,2,07,03
0002377,47,02,,1,06,03
0002377,47,00,,2,01,03
0002409,47,10,000200,1,77,01
0002409,47,12,000200,2,69,02
0002412,47,11,000000,2,85,01
0002421,47,13,000000,2,83,01
0002446,01,09,025000,1,29,01
0002446,48,09,010600,2,24,02
0002449,47,09,000000,2,64,01
0002449,47,11,030000,1,33,03
0002473,48,06,020000,2,55,01
0002502,47,12,099000,1,39,01
0002502,47,12,010900,2,39,02
0002502,47,05,000000,2,15,03
0002502,47,03,,2,12,03
0002502,47,02,,2,09,03
0002502,47,02,,2,07,03
0002530,47,09,009500,1,36,01
0002530,47,11,018000,2,34,12
0002530,47,04,,2,14,13
0002530,47,01,,2,03,13
0002530,47,01,017000,2,21,21
0002568,47,06,000000,1,42,01
0002568,47,10,009400,2,37,02
0002568,47,07,001000,1,18,03
0002568,47,03,,2,13,03
0002568,47,03,,2,13,03
0002568,47,03,,1,12,03
0002592,47,11,002500,2,21,23
0002605,47,09,026000,1,50,01
0002619,47,09,027000,1,61,01
0002619,47,09,000000,2,60,02
0002623,47,14,029000,1,35,01
0002623,47,09,030000,2,36,02
0002623,47,05,000600,2,16,05
0002623,47,02,,2,11,05
0002623,47,01,,2,09,05
0002637,47,08,000000,2,80,22
0002644,47,09,002000,2,25,01
0002644,47,02,,2,06,03
0002644,47,00,,2,02,03
0002656,47,04,000000,1,60,01
0002656,47,04,010000,2,63,02
0002656,47,09,012900,2,33,03
0002656,47,03,,1,11,08
0002656,47,02,,1,10,08
0002665,47,06,000000,1,73,01
0002665,47,06,000000,2,63,02
0002676,47,09,011000,2,48,01
0002676,47,02,,1,06,08
0002682,47,14,000000,1,79,01
0002682,47,09,000000,2,80,02
0002689,37,12,014000,1,50,01
0002689,47,11,011100,2,22,19
0002699,47,06,000000,2,55,01
0002728,47,11,035000,1,24,01
0002737,47,06,000000,1,84,01
0002737,47,07,000000,2,82,02
0002743,47,09,000000,1,76,01
0002743,47,09,000000,2,81,02
0002753,47,06,042100,1,63,01
0002753,47,09,038300,2,57,02
0002753,47,09,021000,1,31,03
0002795,47,09,000000,1,62,01
0002798,47,12,000000,2,75,01
0002798,47,05,000000,1,52,03
0002815,47,09,040000,1,35,01
0002815,47,04,,2,13,03
0002815,47,03,,2,11,03
0002815,47,02,,2,08,03
0002815,47,02,,1,06,03
0002845,47,12,040000,1,29,01
0002845,47,09,020000,2,26,02
0002845,47,00,,2,00,03
0002852,47,09,000000,1,75,01
0002852,47,06,000000,2,75,02
0002857,47,14,088000,1,56,01
0002857,47,13,000000,2,54,02
0002866,47,09,000000,1,72,01
0002866,47,05,000000,2,87,07
0002873,47,09,000000,1,82,22
0002892,47,11,000000,2,77,01
0002894,47,09,024700,2,54,01
0002894,47,09,018100,1,60,02
0002894,47,10,005000,2,19,03
0002894,47,09,004000,1,19,21
0002894,47,03,,1,12,21
0002909,47,15,117000,1,70,01
0002909,47,14,024900,2,64,02
0002924,37,06,001700,1,17,01
0002934,47,15,000000,2,76,01
0002934,47,13,000000,1,59,03
0002965,47,12,028000,1,36,01
0002965,47,09,000290,2,36,02
0002965,47,00,,2,01,03
0002965,47,04,,2,13,05
0002965,47,02,,1,09,05
0002984,47,11,034300,1,31,01
0002984,47,12,000000,2,47,02
0003006,47,05,000000,1,76,01
0003006,47,11,009700,1,38,03
0003025,47,13,042100,1,30,01
0003025,47,15,017300,2,35,02
0003030,47,15,317000,1,55,01
0003030,47,13,000000,2,54,02
0003038,47,09,036200,1,62,01
0003051,47,11,071000,1,42,01
0003051,47,12,037900,2,36,02
0003051,47,03,,1,12,03
0003051,47,02,,1,09,03
0003052,47,06,031300,1,61,01
0003052,47,03,000000,2,66,02
0003061,37,10,012000,2,38,01
0003061,37,01,,1,08,03
0003080,47,09,040000,1,37,01
0003080,47,11,019000,2,35,02
0003080,47,03,,1,12,03
0003099,47,04,000000,1,64,01
0003099,47,09,000000,2,65,02
0003099,47,04,,2,13,08
0003132,47,11,035000,1,44,01
0003142,47,09,028000,1,57,01
0003142,47,06,000000,2,55,02
0003143,37,09,020000,1,60,01
0003143,37,11,001000,2,22,05
0003143,37,07,013000,2,42,19
0003179,01,13,030000,1,38,01
0003179,47,13,028400,2,35,02
0003179,48,02,,2,06,03
0003272,47,09,000000,2,81,01
0003286,47,07,000000,1,67,01
0003286,47,06,000000,2,66,02
0003308,47,09,000000,2,34,01
0003308,47,12,034000,1,39,02
0003308,47,02,,1,07,03
0003308,47,02,,2,06,03
0003319,37,11,000000,2,39,01
0003330,37,10,004200,2,49,01
0003330,37,04,003000,1,19,03
0003330,37,00,,1,02,08
0003330,47,07,000000,2,20,10
0003330,47,09,000000,1,68,19
0003352,37,10,078000,1,27,01
0003352,32,09,013000,2,23,19
0003419,47,06,000000,1,85,01
0003419,47,04,000000,2,77,02
0003461,47,11,052000,1,38,01
0003461,47,11,021000,2,35,02
0003461,47,03,,1,11,03
0003461,47,02,,2,10,03
0003461,47,02,,1,07,03
0003467,47,06,025000,1,55,01
0003467,37,09,026600,2,55,02
0003513,37,07,025000,1,29,22
0003566,47,09,004000,1,22,01
0003566,47,11,000000,1,20,19
0003580,47,09,000000,2,80,01
0003585,47,10,006000,1,19,01
0003605,47,09,025000,1,37,01
0003605,47,02,,2,10,03
0003617,47,10,028000,1,26,01
0003617,47,09,024000,2,22,02
0003617,47,00,,2,02,03
0003636,47,10,027000,1,26,01
0003637,37,11,000000,2,19,23
0003641,47,09,013000,2,48,01
0003662,47,13,102000,1,52,01
0003662,47,12,034800,2,51,02
0003677,47,10,000000,1,68,01
0003677,47,09,000000,2,57,02
0003682,37,10,001400,2,42,01
0003709,47,09,020000,2,44,01
0003710,47,10,000000,2,78,01
0003713,47,09,000000,1,93,01
0003742,47,10,051000,1,47,01
0003742,47,09,000000,2,40,02
0003742,47,07,001700,2,17,03
0003745,47,06,000000,1,72,01
0003745,47,09,000000,2,76,02
0003776,47,09,035100,2,35,01
0003835,47,09,000000,2,73,01
0003847,47,13,018000,1,50,01
0003847,47,06,000700,1,16,03
0003849,37,11,027000,2,42,01
0003849,37,09,000000,1,19,03
0003849,37,03,,1,11,03
0003849,37,07,000000,1,18,13
0003860,47,09,021700,2,42,01
0003860,47,04,,1,14,03
0003860,68,04,,1,13,03
0003882,47,11,012000,2,19,01
0003882,47,11,010000,2,19,18
0003891,37,11,038500,2,52,01
0003891,37,07,001100,1,18,03
0003915,47,13,032000,2,33,01
0003929,47,09,018000,1,42,01
0003929,47,09,000000,2,36,02
0003929,47,09,000000,1,18,03
0003929,47,03,,2,12,03
0003929,47,02,,2,08,03
0003970,47,10,032300,1,43,01
0003970,47,04,,2,14,05
0003970,47,09,000000,2,33,11
0003985,47,09,054000,1,45,01
0003985,47,09,007000,2,41,02
0003985,47,05,000320,1,16,03
0003985,47,03,,2,14,03
0004007,47,09,000000,1,70,01
0004007,47,09,000000,2,66,02
0004007,47,09,000000,2,46,03
0004041,47,11,032000,2,41,01
0004089,37,04,000000,1,89,01
0004110,47,09,000000,1,63,01
0004110,47,13,000000,2,60,02
0004136,47,09,042000,1,58,01
0004136,47,09,000000,2,57,02
0004144,47,09,088000,1,46,01
0004144,47,09,011200,2,43,02
0004144,47,03,,2,12,03
0004144,47,00,,1,02,03
0004145,47,04,027500,1,62,01
0004145,47,06,000950,2,61,02
0004163,47,13,000000,2,56,01
0004163,47,13,317000,1,57,02
0004163,47,13,035000,2,33,03
0004163,47,11,055000,1,24,03
0004163,47,10,001000,1,19,03
0004168,47,11,000000,2,69,01
0004171,47,05,000000,1,58,01
0004171,47,08,000000,2,48,02
0004198,47,15,038000,2,50,01
0004198,47,07,005000,1,18,03
0004208,47,05,043000,1,64,01
0004208,47,09,007200,2,56,02
0004214,47,11,019500,2,42,01
0004214,47,07,008000,1,18,03
0004214,47,04,,2,14,03
0004238,47,11,019400,2,44,01
0004238,47,04,000000,2,15,03
0004241,47,09,037000,1,32,01
0004241,47,12,000000,2,34,02
0004241,47,00,,1,00,03
0004241,47,00,,1,00,03
0004241,47,04,,2,14,05
0004241,47,02,,2,09,05
0004248,47,09,035000,1,46,01
0004248,47,09,000000,2,44,02
0004248,47,03,,2,12,04
0004275,47,09,000000,2,76,01
0004305,47,13,018000,2,24,01
0004305,47,11,018000,1,23,18
0004305,47,12,017700,1,32,19
0004333,47,04,001500,1,35,01
0004333,47,04,000000,2,34,02
0004333,47,03,,2,13,03
0004333,47,02,,1,11,03
0004333,47,01,,1,10,03
0004333,47,01,,2,05,03
0004333,47,01,,1,04,03
0004333,47,00,,2,00,03
0004347,47,08,031700,1,44,01
0004347,47,09,033500,2,44,02
0004347,47,03,,2,11,03
0004370,37,10,030000,1,30,01
0004376,47,07,000000,1,69,01
0004376,47,09,000000,2,64,02
0004399,47,11,007300,1,74,01
0004408,47,04,000000,2,23,01
0004408,47,04,000000,1,54,02
0004410,47,09,000000,1,40,01
0004410,47,10,018000,2,35,02
0004410,47,02,,1,06,03
0004436,47,14,039000,2,33,01
0004436,37,13,029100,1,40,02
0004459,47,09,044300,1,27,01
0004459,47,09,033400,2,28,02
0004493,47,11,000000,1,68,01
0004493,47,12,008500,2,59,02
0004570,47,07,000000,2,81,01
0004628,47,04,000000,1,89,22
0004674,47,09,029500,2,47,01
0004674,47,09,000000,1,46,19
0004704,47,09,050000,1,52,01
0004704,47,10,032500,2,50,02
0004704,47,14,032700,2,30,03
0004704,47,12,015000,1,23,03
0004704,47,11,013700,1,20,03
0004704,47,10,005600,1,19,03
0004711,47,03,000000,2,80,01
0004734,47,08,017000,1,32,01
0004734,47,08,007000,2,33,02
0004734,47,01,,2,07,03
0004734,47,01,,1,04,03
0004738,47,06,003800,1,56,23
0004744,47,09,000000,1,75,01
0004744,47,09,000000,2,76,02
0004744,47,13,014000,1,52,03
0004807,47,13,032000,2,42,01
0004814,47,08,027000,1,79,01
0004828,37,08,005200,2,34,01
0004828,37,05,000000,1,15,03
0004828,37,04,,2,13,03
0004828,37,03,,1,11,03
0004828,37,09,000000,1,17,05
0004832,37,11,003000,2,46,01
0004832,37,08,010000,1,22,03
0004832,37,07,000000,2,17,03
0004845,47,09,021700,1,68,01
0004845,47,09,000000,2,58,02
0004925,47,10,000000,1,72,01
0004925,47,11,013500,2,55,02
0004947,47,09,018000,1,43,01
0004947,47,14,040000,2,40,02
0004947,47,02,,1,08,03
0004947,47,00,,2,02,03
0004947,47,00,,2,01,03
0004951,47,11,071000,1,34,01
0004951,47,12,012000,2,31,02
0004951,47,00,,1,02,03
0004951,47,00,,1,00,03
0004968,37,09,017000,2,45,01
0004968,37,02,,2,06,08
0004979,37,13,023000,2,54,01
0004979,37,13,008700,1,57,02
0004979,37,07,007500,1,17,03
0004988,47,14,080000,1,49,01
0004988,47,09,014300,2,48,02
0005042,47,09,000000,1,65,01
0005042,47,09,009600,1,56,19
0005067,47,09,009300,1,47,01
0005067,47,14,040000,2,45,02
0005067,47,10,007500,1,18,03
0005088,47,09,021000,1,33,01
0005088,47,03,,2,10,03
0005088,47,11,007000,2,24,18
0005094,47,14,006800,2,55,01
0005115,47,09,009700,1,71,01
0005115,47,08,000000,2,75,02
0005137,47,13,000000,2,78,01
0005137,47,08,035000,1,42,03
0005147,47,10,045000,2,58,01
0005148,47,12,058000,1,46,01
0005148,47,12,015000,2,45,02
0005148,47,04,,1,13,03
0005148,47,03,,1,12,03
0005156,47,03,000000,1,75,01
0005156,47,06,024000,2,62,02
0005176,47,09,026000,1,43,01
0005176,47,09,015600,2,38,02
0005176,47,04,,1,14,03
0005176,47,02,,1,11,03
0005195,47,09,070000,1,63,01
0005198,47,10,000000,1,53,01
0005206,47,10,000000,1,72,01
0005206,47,04,000000,2,77,02
0005303,47,13,080000,1,49,01
0005303,47,13,008100,2,49,02
0005304,47,09,022000,2,40,01
0005304,47,06,000000,1,16,03
0005304,47,06,000000,1,16,03
0005304,47,03,,1,11,03
0005420,37,09,014500,2,50,01
0005431,47,14,057000,1,24,01
0005431,47,14,009000,2,25,19
0005459,47,09,050000,1,47,01
0005532,47,09,072000,1,39,01
0005532,47,09,001600,2,38,02
0005532,47,11,004900,2,20,03
0005532,47,07,001100,2,17,03
0005532,47,03,,1,10,03
0005635,47,13,030300,1,39,01
0005635,47,12,004300,2,40,02
0005635,47,02,,2,10,03
0005675,47,09,030000,1,35,01
0005675,47,06,003000,2,34,02
0005675,47,01,,2,03,03
0005688,47,10,052000,1,32,01
0005688,47,11,023100,2,31,02
0005688,47,02,,2,10,03
0005688,47,01,,1,06,03
0005689,47,09,000000,2,93,01
0005756,47,04,000000,1,72,22
0005762,47,06,000000,1,79,01
0005762,47,05,000000,2,59,02
0005777,47,09,000000,2,64,01
0005783,47,09,000000,1,77,01
0005783,47,09,000000,2,71,02
0005784,47,11,049500,1,39,01
0005784,47,09,000000,2,38,02
0005784,47,01,,2,05,03
0005784,28,01,,2,04,03
0005801,47,09,035000,1,25,01
0005801,47,06,003000,2,30,21
0005801,47,02,,1,11,21
0005801,47,02,,1,07,21
0005807,47,04,000000,1,79,01
0005807,47,04,000000,2,74,02
0005820,37,09,000000,2,72,01
0005823,47,11,000000,1,19,23
0005824,47,11,034000,2,29,01
0005830,47,12,024000,2,53,01
0005830,47,09,000000,1,28,03
0005830,47,09,010200,1,19,03
0005830,47,09,000000,1,45,21
0005870,47,10,028000,1,34,01
0005870,47,13,060000,1,46,16
0005876,47,13,105000,1,36,01
0005876,47,14,100000,2,35,02
0005876,47,02,,2,10,03
0005876,47,02,,2,07,03
0005876,47,02,,2,04,03
0005876,47,01,,1,03,03
0005876,47,00,,1,01,04
0005891,47,09,040000,1,27,01
0005891,47,09,002100,2,20,19
0005939,47,11,000000,1,72,01
0005939,47,14,000000,2,67,02
0005945,47,09,024400,1,44,01
0005945,47,09,021200,2,42,02
0005955,47,09,036000,1,50,01
0005955,47,09,013000,2,19,03
0005955,47,09,025000,2,52,19
0005962,47,09,049000,1,47,01
0005962,47,12,026000,2,38,02
0005962,47,06,000000,2,16,05
0005962,47,02,,1,10,05
0005974,47,11,025000,1,41,01
0005974,47,12,026000,2,35,02
0005974,47,00,,1,02,03
0005974,47,02,,2,10,05
0005974,47,02,,2,07,05
0005979,47,09,000000,1,48,01
0005979,47,11,026000,2,28,19
0006011,47,09,032000,1,49,01
0006011,47,09,020000,2,48,02
0006011,47,10,021000,1,25,03
0006011,47,10,004900,2,22,03
0006026,47,10,052000,1,35,01
0006026,47,09,031200,2,35,02
0006026,47,01,,2,03,03
0006079,47,09,000000,1,60,01
0006079,47,11,041000,2,51,02
0006156,47,14,041000,1,41,01
0006182,47,13,023000,1,28,01
0006182,47,13,021000,2,26,02
0006192,47,09,025800,1,34,01
0006192,47,09,009300,2,30,02
0006192,47,02,,1,09,03
0006192,47,01,,1,05,03
0006243,47,08,000000,2,48,01
0006243,47,09,000000,1,57,02
0006273,47,09,042000,1,42,01
0006273,47,09,010000,2,40,02
0006273,47,06,001500,2,16,03
0006273,47,03,,1,12,03
0006298,47,09,000000,1,43,01
0006298,47,09,000000,2,44,02
0006299,47,09,018000,1,49,01
0006299,47,12,014000,2,46,02
0006299,47,06,000000,2,17,04
0006299,68,01,,1,04,04
0006299,68,01,,2,04,04
0006307,47,13,033000,1,24,01
0006307,47,13,040000,2,26,02
0006317,47,11,033000,1,50,01
0006317,47,11,033000,2,49,02
0006317,47,07,020000,1,23,05
0006342,47,10,032800,1,56,01
0006342,47,10,033200,2,53,02
0006386,47,04,000000,1,65,01
0006386,47,03,000000,2,71,02
0006386,47,09,042000,1,59,17
0006386,47,09,028000,1,40,17
0006386,47,09,038900,1,37,17
0006386,47,09,007000,1,21,17
0006394,47,09,000000,1,69,01
0006394,47,09,000000,2,67,02
0006432,47,13,000000,1,62,01
0006432,47,09,000000,2,79,02
0006448,47,15,064000,1,33,01
0006448,48,16,010000,2,42,02
0006470,47,08,000000,2,86,01
0006470,47,09,030000,1,51,03
0006470,47,13,013100,1,23,08
0006502,47,01,000000,2,53,22
0006503,47,10,000000,1,86,22
0006555,37,11,022500,1,41,01
0006566,47,13,000000,1,65,01
0006566,47,11,000000,2,58,02
0006566,47,11,040000,1,25,03
0006625,47,13,000000,2,40,01
0006625,47,04,000000,1,15,03
0006625,47,04,,2,13,03
0006649,47,15,009000,1,54,01
0006649,47,13,050000,2,52,02
0006663,47,11,028000,1,28,01
0006663,47,09,026000,2,28,02
0006663,47,02,,1,06,03
0006663,47,01,,1,04,03
0006673,47,09,030000,1,31,01
0006673,47,09,030000,2,28,02
0006673,47,02,,2,07,03
0006673,47,01,,1,03,03
0006758,37,09,021200,2,36,01
0006758,37,06,000000,2,16,03
0006784,37,10,016600,2,28,01
0006784,37,02,,2,07,03
0006784,37,02,,2,05,03
0006784,37,02,,1,04,03
0006784,37,02,,2,03,03
0006784,37,00,,2,00,03
0006789,47,09,000000,2,78,01
0006791,47,09,000000,2,19,01
0006802,47,09,035000,1,34,01
0006805,47,11,006300,1,67,01
0006805,47,13,000000,2,62,02
0006874,47,12,033900,1,35,01
0006874,47,09,000000,2,31,02
0006874,47,02,,1,07,03
0006874,47,01,,1,05,03
0006958,47,09,000000,1,74,01
0006958,47,09,000000,2,66,02
0006973,47,07,000000,2,52,01
0006973,47,03,000000,1,33,03
0006973,47,04,000000,1,15,08
0006973,47,00,,1,00,08
0006973,47,04,000000,2,16,21
0006995,47,09,000000,2,75,01
0007020,47,09,000000,2,65,01
0007020,47,09,000000,1,66,06
0007045,37,10,040000,1,59,01
0007045,37,08,000000,2,42,02
0007045,37,07,030000,2,20,05
0007047,12,13,020000,2,35,01
0007095,47,10,002100,2,19,23
0007118,47,12,038500,2,29,01
0007118,47,09,034000,1,27,02
0007133,47,09,000000,2,74,01
0007179,47,13,043800,1,26,01
0007182,47,11,017300,2,26,01
0007216,47,14,035000,2,59,01
0007216,47,13,026000,2,27,03
0007224,47,06,317000,2,48,01
0007224,47,09,004000,1,20,03
0007224,47,08,000000,1,20,03
0007230,47,11,000000,1,43,01
0007230,47,11,012000,2,39,02
0007230,47,04,,1,14,03
0007230,47,03,,1,10,03
0007265,47,10,049500,1,52,01
0007265,47,10,049500,2,49,02
0007271,47,14,000000,2,93,22
0007323,47,09,035000,1,38,01
0007323,47,09,012400,2,41,02
0007323,47,02,,1,09,03
0007342,47,10,009000,1,53,01
0007342,47,11,018000,2,48,02
0007354,47,11,000000,1,86,01
0007354,47,09,000000,2,80,02
0007374,37,05,000000,1,72,22
0007390,37,08,017000,1,50,23
0007391,47,13,069000,1,56,01
0007415,47,13,028000,1,32,01
0007435,47,09,015900,2,53,01
0007439,47,09,003400,2,77,01
0007443,47,08,010000,2,36,01
0007443,47,03,,1,12,03
0007443,47,03,,1,11,03
0007448,37,04,000000,2,74,01
0007448,37,08,009900,1,53,03
0007451,47,14,000000,1,78,22
0007490,47,09,000000,1,51,01
0007537,37,11,004100,1,23,23
0007538,47,13,065000,1,52,01
0007538,47,09,010000,2,39,02
0007538,47,02,,1,03,03
0007538,47,00,,1,00,04
0007558,47,09,023000,1,61,01
0007579,47,09,000000,1,62,01
0007594,47,09,012000,1,18,01
0007601,47,11,008000,1,20,23
0007626,47,09,000000,1,56,01
0007639,47,10,000000,1,34,01
0007669,47,02,000000,2,81,01
0007713,47,04,040000,1,32,01
0007713,47,09,018000,2,31,02
0007713,47,03,,1,11,03
0007713,47,02,,2,09,03
0007714,47,09,019000,2,37,01
0007714,47,03,,1,12,03
0007747,47,09,017000,2,42,01
0007783,01,09,000000,1,30,01
0007835,47,09,000000,2,79,01
0007837,47,11,041000,1,49,01
0007837,47,11,000000,2,47,02
0007837,47,11,000000,2,19,03
0007837,47,04,000000,2,15,03
0007845,37,09,000000,1,50,01
0007845,37,11,035500,2,49,02
0007849,47,11,001000,2,64,01
0007882,47,09,036000,1,32,01
0007882,32,09,013000,2,39,02
0007882,32,04,000000,1,15,05
0007915,47,09,020500,1,38,01
